GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME,BTTRA,BTBGA,ABDPE001
"G0500950","2010-2014","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095","Monroe County, Arkansas",,,27571
"G0500970","2010-2014","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097","Montgomery County, Arkansas",,,32293
"G0500990","2010-2014","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099","Nevada County, Arkansas",,,31614
"G0501010","2010-2014","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101","Newton County, Arkansas",,,32500
"G0501030","2010-2014","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103","Ouachita County, Arkansas",,,32220
"G0501050","2010-2014","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105","Perry County, Arkansas",,,42030
"G0501070","2010-2014","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107","Phillips County, Arkansas",,,27183
"G0501090","2010-2014","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109","Pike County, Arkansas",,,32045
"G0501110","2010-2014","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111","Poinsett County, Arkansas",,,33238
"G0501130","2010-2014","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113","Polk County, Arkansas",,,33558
"G0501150","2010-2014","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115","Pope County, Arkansas",,,40818
"G0501170","2010-2014","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117","Prairie County, Arkansas",,,36904
"G0501190","2010-2014","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119","Pulaski County, Arkansas",,,46410
"G0501210","2010-2014","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121","Randolph County, Arkansas",,,36487
"G0501230","2010-2014","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123","St. Francis County, Arkansas",,,31336
"G0501250","2010-2014","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125","Saline County, Arkansas",,,55697
"G0501270","2010-2014","AR",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05127","Scott County, Arkansas",,,36754
"G0501290","2010-2014","AR",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05129","Searcy County, Arkansas",,,33610
"G0501310","2010-2014","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05131","Sebastian County, Arkansas",,,39208
"G0501330","2010-2014","AR",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05133","Sevier County, Arkansas",,,36218
"G0501350","2010-2014","AR",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05135","Sharp County, Arkansas",,,30826
"G0501370","2010-2014","AR",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05137","Stone County, Arkansas",,,29982
"G0501390","2010-2014","AR",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05139","Union County, Arkansas",,,38762
"G0501410","2010-2014","AR",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05141","Van Buren County, Arkansas",,,31030
"G0501430","2010-2014","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05143","Washington County, Arkansas",,,41983
"G0501450","2010-2014","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05145","White County, Arkansas",,,42852
"G0501470","2010-2014","AR",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05147","Woodruff County, Arkansas",,,27165
"G0501490","2010-2014","AR",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05149","Yell County, Arkansas",,,37378
"G0600010","2010-2014","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06001","Alameda County, California",,,73775
"G0600030","2010-2014","CA",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06003","Alpine County, California",,,61343
"G0600050","2010-2014","CA",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06005","Amador County, California",,,52964
"G0600070","2010-2014","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06007","Butte County, California",,,43165
"G0600090","2010-2014","CA",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06009","Calaveras County, California",,,54936
"G0600110","2010-2014","CA",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06011","Colusa County, California",,,50503
"G0600130","2010-2014","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06013","Contra Costa County, California",,,79799
"G0600150","2010-2014","CA",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06015","Del Norte County, California",,,39302
"G0600170","2010-2014","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06017","El Dorado County, California",,,68507
"G0600190","2010-2014","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06019","Fresno County, California",,,45201
"G0600210","2010-2014","CA",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06021","Glenn County, California",,,40106
"G0600230","2010-2014","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06023","Humboldt County, California",,,42153
"G0600250","2010-2014","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06025","Imperial County, California",,,41772
"G0600270","2010-2014","CA",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06027","Inyo County, California",,,45625
"G0600290","2010-2014","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06029","Kern County, California",,,48574
"G0600310","2010-2014","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06031","Kings County, California",,,47341
"G0600330","2010-2014","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06033","Lake County, California",,,35997
"G0600350","2010-2014","CA",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06035","Lassen County, California",,,53351
"G0600370","2010-2014","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06037","Los Angeles County, California",,,55870
"G0600390","2010-2014","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06039","Madera County, California",,,45490
"G0600410","2010-2014","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06041","Marin County, California",,,91529
"G0600430","2010-2014","CA",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06043","Mariposa County, California",,,50560
"G0600450","2010-2014","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06045","Mendocino County, California",,,43290
"G0600470","2010-2014","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",,,43066
"G0600490","2010-2014","CA",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06049","Modoc County, California",,,38560
"G0600510","2010-2014","CA",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06051","Mono County, California",,,61814
"G0600530","2010-2014","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",,,58582
"G0600550","2010-2014","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",,,70925
"G0600570","2010-2014","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",,,56949
"G0600590","2010-2014","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",,,75998
"G0600610","2010-2014","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",,,73747
"G0600630","2010-2014","CA",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06063","Plumas County, California",,,48032
"G0600650","2010-2014","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",,,56592
"G0600670","2010-2014","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",,,55615
"G0600690","2010-2014","CA",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06069","San Benito County, California",,,67874
"G0600710","2010-2014","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",,,54100
"G0600730","2010-2014","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",,,63996
"G0600750","2010-2014","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",,,78378
"G0600770","2010-2014","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",,,53253
"G0600790","2010-2014","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",,,59454
"G0600810","2010-2014","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",,,91421
"G0600830","2010-2014","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",,,63409
"G0600850","2010-2014","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",,,93854
"G0600870","2010-2014","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",,,66923
"G0600890","2010-2014","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",,,44556
"G0600910","2010-2014","CA",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06091","Sierra County, California",,,43107
"G0600930","2010-2014","CA",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06093","Siskiyou County, California",,,37495
"G0600950","2010-2014","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",,,67341
"G0600970","2010-2014","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",,,63799
"G0600990","2010-2014","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",,,49573
"G0601010","2010-2014","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",,,51527
"G0601030","2010-2014","CA",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06103","Tehama County, California",,,42369
"G0601050","2010-2014","CA",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06105","Trinity County, California",,,36862
"G0601070","2010-2014","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",,,42863
"G0601090","2010-2014","CA",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06109","Tuolumne County, California",,,48493
"G0601110","2010-2014","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",,,77335
"G0601130","2010-2014","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",,,55508
"G0601150","2010-2014","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",,,45470
"G0800010","2010-2014","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",,,57421
"G0800030","2010-2014","CO",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08003","Alamosa County, Colorado",,,31400
"G0800050","2010-2014","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",,,62213
"G0800070","2010-2014","CO",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08007","Archuleta County, Colorado",,,48186
"G0800090","2010-2014","CO",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08009","Baca County, Colorado",,,38625
"G0800110","2010-2014","CO",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08011","Bent County, Colorado",,,39053
"G0800130","2010-2014","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",,,69407
"G0800140","2010-2014","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",,,80430
"G0800150","2010-2014","CO",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08015","Chaffee County, Colorado",,,48528
"G0800170","2010-2014","CO",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08017","Cheyenne County, Colorado",,,53900
"G0800190","2010-2014","CO",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08019","Clear Creek County, Colorado",,,68531
"G0800210","2010-2014","CO",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08021","Conejos County, Colorado",,,37357
"G0800230","2010-2014","CO",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08023","Costilla County, Colorado",,,33594
"G0800250","2010-2014","CO",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08025","Crowley County, Colorado",,,31534
"G0800270","2010-2014","CO",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08027","Custer County, Colorado",,,32261
"G0800290","2010-2014","CO",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08029","Delta County, Colorado",,,42389
"G0800310","2010-2014","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",,,51800
"G0800330","2010-2014","CO",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08033","Dolores County, Colorado",,,32578
"G0800350","2010-2014","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",,,102626
"G0800370","2010-2014","CO",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08037","Eagle County, Colorado",,,73774
"G0800390","2010-2014","CO",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08039","Elbert County, Colorado",,,82154
"G0800410","2010-2014","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",,,57487
"G0800430","2010-2014","CO",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08043","Fremont County, Colorado",,,40569
"G0800450","2010-2014","CO",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08045","Garfield County, Colorado",,,57214
"G0800470","2010-2014","CO",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08047","Gilpin County, Colorado",,,65851
"G0800490","2010-2014","CO",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08049","Grand County, Colorado",,,64109
"G0800510","2010-2014","CO",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08051","Gunnison County, Colorado",,,51371
"G0800530","2010-2014","CO",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08053","Hinsdale County, Colorado",,,55682
"G0800550","2010-2014","CO",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08055","Huerfano County, Colorado",,,32932
"G0800570","2010-2014","CO",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08057","Jackson County, Colorado",,,45606
"G0800590","2010-2014","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",,,69698
"G0800610","2010-2014","CO",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08061","Kiowa County, Colorado",,,39375
"G0800630","2010-2014","CO",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08063","Kit Carson County, Colorado",,,41495
"G0800650","2010-2014","CO",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08065","Lake County, Colorado",,,46174
"G0800670","2010-2014","CO",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08067","La Plata County, Colorado",,,58456
"G0800690","2010-2014","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",,,58844
"G0800710","2010-2014","CO",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08071","Las Animas County, Colorado",,,45707
"G0800730","2010-2014","CO",,,"Colorado","08","Lincoln County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08073","Lincoln County, Colorado",,,43701
"G0800750","2010-2014","CO",,,"Colorado","08","Logan County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08075","Logan County, Colorado",,,41749
"G0800770","2010-2014","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",,,48610
"G0800790","2010-2014","CO",,,"Colorado","08","Mineral County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08079","Mineral County, Colorado",,,47986
"G0800810","2010-2014","CO",,,"Colorado","08","Moffat County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08081","Moffat County, Colorado",,,50123
"G0800830","2010-2014","CO",,,"Colorado","08","Montezuma County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08083","Montezuma County, Colorado",,,43431
"G0800850","2010-2014","CO",,,"Colorado","08","Montrose County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08085","Montrose County, Colorado",,,44885
"G0800870","2010-2014","CO",,,"Colorado","08","Morgan County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08087","Morgan County, Colorado",,,46223
"G0800890","2010-2014","CO",,,"Colorado","08","Otero County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08089","Otero County, Colorado",,,32594
"G0800910","2010-2014","CO",,,"Colorado","08","Ouray County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08091","Ouray County, Colorado",,,60701
"G0800930","2010-2014","CO",,,"Colorado","08","Park County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08093","Park County, Colorado",,,60800
"G0800950","2010-2014","CO",,,"Colorado","08","Phillips County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08095","Phillips County, Colorado",,,44390
"G0800970","2010-2014","CO",,,"Colorado","08","Pitkin County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08097","Pitkin County, Colorado",,,71060
"G0800990","2010-2014","CO",,,"Colorado","08","Prowers County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08099","Prowers County, Colorado",,,35408
"G0801010","2010-2014","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",,,41974
"G0801030","2010-2014","CO",,,"Colorado","08","Rio Blanco County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08103","Rio Blanco County, Colorado",,,63910
"G0801050","2010-2014","CO",,,"Colorado","08","Rio Grande County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08105","Rio Grande County, Colorado",,,38673
"G0801070","2010-2014","CO",,,"Colorado","08","Routt County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08107","Routt County, Colorado",,,61095
"G0801090","2010-2014","CO",,,"Colorado","08","Saguache County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08109","Saguache County, Colorado",,,33398
"G0801110","2010-2014","CO",,,"Colorado","08","San Juan County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08111","San Juan County, Colorado",,,37679
"G0801130","2010-2014","CO",,,"Colorado","08","San Miguel County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08113","San Miguel County, Colorado",,,59490
