GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNBE001,RNBE002,RNBE003,RNBE004,RNBE005,RNBE006,RNBE007,RNBE008,NAME_M,RNBM001,RNBM002,RNBM003,RNBM004,RNBM005,RNBM006,RNBM007,RNBM008
"G1302430","2005-2009","GA",,,"Georgia","13","Randolph County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13243","Randolph County, Georgia",6819,530,1246,544,421,719,379,2980,"Randolph County, Georgia",298,260,362,274,237,371,319,352
"G1302450","2005-2009","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13245","Richmond County, Georgia",185244,20581,20956,10857,9735,13691,6120,103304,"Richmond County, Georgia",2008,1807,1846,1282,1201,1329,1035,2827
"G1302470","2005-2009","GA",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13247","Rockdale County, Georgia",80371,3743,5838,3458,4309,4603,2055,56365,"Rockdale County, Georgia",401,717,1144,827,882,875,515,1500
"G1302490","2005-2009","GA",,,"Georgia","13","Schley County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13249","Schley County, Georgia",4129,259,478,100,348,752,95,2097,"Schley County, Georgia",132,178,197,65,242,376,74,377
"G1302510","2005-2009","GA",,,"Georgia","13","Screven County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13251","Screven County, Georgia",14631,911,1671,1031,1002,1116,616,8284,"Screven County, Georgia",557,338,472,382,343,395,262,961
"G1302530","2005-2009","GA",,,"Georgia","13","Seminole County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13253","Seminole County, Georgia",8880,973,686,882,973,369,290,4707,"Seminole County, Georgia",166,317,327,317,437,132,154,417
"G1302550","2005-2009","GA",,,"Georgia","13","Spalding County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13255","Spalding County, Georgia",62159,4768,7165,3942,3440,3690,1451,37703,"Spalding County, Georgia",659,756,984,863,737,811,421,1491
"G1302570","2005-2009","GA",,,"Georgia","13","Stephens County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13257","Stephens County, Georgia",24214,1507,2302,2555,1665,1607,771,13807,"Stephens County, Georgia",532,441,513,775,562,473,386,1043
"G1302590","2005-2009","GA",,,"Georgia","13","Stewart County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13259","Stewart County, Georgia",4453,587,461,982,156,296,142,1829,"Stewart County, Georgia",152,223,156,135,71,155,76,256
"G1302610","2005-2009","GA",,,"Georgia","13","Sumter County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13261","Sumter County, Georgia",31278,3100,4745,2723,1810,2389,689,15822,"Sumter County, Georgia",399,504,821,637,546,513,264,950
"G1302630","2005-2009","GA",,,"Georgia","13","Talbot County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13263","Talbot County, Georgia",6487,596,1175,338,223,578,266,3311,"Talbot County, Georgia",132,209,319,190,95,346,162,488
"G1302650","2005-2009","GA",,,"Georgia","13","Taliaferro County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13265","Taliaferro County, Georgia",1837,295,359,194,212,120,13,644,"Taliaferro County, Georgia",218,140,157,116,126,73,14,182
"G1302670","2005-2009","GA",,,"Georgia","13","Tattnall County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13267","Tattnall County, Georgia",20729,1131,2928,1929,1006,2156,862,10717,"Tattnall County, Georgia",502,403,673,648,356,652,407,927
"G1302690","2005-2009","GA",,,"Georgia","13","Taylor County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13269","Taylor County, Georgia",8126,879,2034,384,489,918,8,3414,"Taylor County, Georgia",285,305,424,162,215,293,11,533
"G1302710","2005-2009","GA",,,"Georgia","13","Telfair County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13271","Telfair County, Georgia",10242,921,1905,657,891,818,285,4765,"Telfair County, Georgia",341,291,360,267,329,289,221,488
"G1302730","2005-2009","GA",,,"Georgia","13","Terrell County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13273","Terrell County, Georgia",9715,946,2125,581,931,568,440,4124,"Terrell County, Georgia",307,291,458,230,384,237,244,377
"G1302750","2005-2009","GA",,,"Georgia","13","Thomas County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13275","Thomas County, Georgia",43730,4197,5069,2549,2865,3175,1401,24474,"Thomas County, Georgia",963,861,983,565,598,611,425,1333
"G1302770","2005-2009","GA",,,"Georgia","13","Tift County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13277","Tift County, Georgia",41166,4648,5554,1744,3104,2406,1047,22663,"Tift County, Georgia",323,1039,1087,525,719,580,358,1477
"G1302790","2005-2009","GA",,,"Georgia","13","Toombs County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13279","Toombs County, Georgia",27193,2594,5329,1733,1395,1680,708,13754,"Toombs County, Georgia",233,666,901,374,465,392,360,977
"G1302810","2005-2009","GA",,,"Georgia","13","Towns County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13281","Towns County, Georgia",10136,173,803,613,816,1153,320,6258,"Towns County, Georgia",319,79,294,274,360,270,227,504
"G1302830","2005-2009","GA",,,"Georgia","13","Treutlen County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13283","Treutlen County, Georgia",6626,1043,907,627,750,548,127,2624,"Treutlen County, Georgia",217,431,394,325,404,366,103,468
"G1302850","2005-2009","GA",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13285","Troup County, Georgia",60931,4813,6608,3401,3511,5446,2408,34744,"Troup County, Georgia",736,821,901,594,721,943,732,1337
"G1302870","2005-2009","GA",,,"Georgia","13","Turner County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13287","Turner County, Georgia",8441,663,1527,654,387,1139,469,3602,"Turner County, Georgia",1440,315,526,422,238,556,330,782
"G1302890","2005-2009","GA",,,"Georgia","13","Twiggs County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13289","Twiggs County, Georgia",10245,651,1226,959,433,795,572,5609,"Twiggs County, Georgia",7,266,610,400,208,457,235,689
"G1302910","2005-2009","GA",,,"Georgia","13","Union County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13291","Union County, Georgia",20126,1061,1626,1101,1066,1582,427,13263,"Union County, Georgia",257,337,390,440,419,621,182,901
"G1302930","2005-2009","GA",,,"Georgia","13","Upson County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13293","Upson County, Georgia",26960,1983,3779,1566,1591,2058,1198,14785,"Upson County, Georgia",346,483,725,491,585,627,347,924
"G1302950","2005-2009","GA",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13295","Walker County, Georgia",62637,3982,5477,3368,4805,5147,2700,37158,"Walker County, Georgia",434,895,874,692,1048,691,595,1487
"G1302970","2005-2009","GA",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13297","Walton County, Georgia",81187,4044,5535,3787,3668,6176,2834,55143,"Walton County, Georgia",401,1010,912,928,958,1187,963,1918
"G1302990","2005-2009","GA",,,"Georgia","13","Ware County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13299","Ware County, Georgia",33227,3231,3684,2396,1896,2120,1400,18500,"Ware County, Georgia",618,758,640,525,511,528,510,1133
"G1303010","2005-2009","GA",,,"Georgia","13","Warren County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13301","Warren County, Georgia",5787,533,586,431,336,835,270,2796,"Warren County, Georgia",147,251,242,189,194,348,218,353
"G1303030","2005-2009","GA",,,"Georgia","13","Washington County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13303","Washington County, Georgia",18939,1850,2894,1741,920,1668,816,9050,"Washington County, Georgia",444,479,598,557,319,467,344,701
"G1303050","2005-2009","GA",,,"Georgia","13","Wayne County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13305","Wayne County, Georgia",26505,1539,3048,2113,1898,1981,683,15243,"Wayne County, Georgia",502,371,596,582,538,498,338,858
"G1303070","2005-2009","GA",,,"Georgia","13","Webster County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13307","Webster County, Georgia",2203,203,224,297,154,290,160,875,"Webster County, Georgia",220,130,95,192,78,157,128,236
"G1303090","2005-2009","GA",,,"Georgia","13","Wheeler County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13309","Wheeler County, Georgia",5126,561,723,371,208,351,262,2650,"Wheeler County, Georgia",638,381,283,252,107,185,210,490
"G1303110","2005-2009","GA",,,"Georgia","13","White County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13311","White County, Georgia",24414,2056,2906,674,802,2445,989,14542,"White County, Georgia",283,735,742,255,294,702,415,1212
"G1303130","2005-2009","GA",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13313","Whitfield County, Georgia",91162,5746,11005,5683,5611,7858,2960,52299,"Whitfield County, Georgia",374,993,1458,1119,1039,1224,719,1668
"G1303150","2005-2009","GA",,,"Georgia","13","Wilcox County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13315","Wilcox County, Georgia",6862,634,1172,386,555,510,260,3345,"Wilcox County, Georgia",228,188,313,226,228,186,190,407
"G1303170","2005-2009","GA",,,"Georgia","13","Wilkes County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13317","Wilkes County, Georgia",10118,1021,1332,564,862,1035,245,5059,"Wilkes County, Georgia",200,314,393,203,299,384,187,545
"G1303190","2005-2009","GA",,,"Georgia","13","Wilkinson County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13319","Wilkinson County, Georgia",9597,1028,1582,362,394,559,651,5021,"Wilkinson County, Georgia",442,314,434,162,187,217,293,578
"G1303210","2005-2009","GA",,,"Georgia","13","Worth County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13321","Worth County, Georgia",21077,1377,3138,752,1719,2026,519,11546,"Worth County, Georgia",200,410,560,262,538,493,216,626
"G1500010","2005-2009","HI",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15001","Hawaii County, Hawaii",168775,10097,12728,5747,6929,9441,6216,117617,"Hawaii County, Hawaii",846,1101,1287,753,956,1180,1175,2007
"G1500030","2005-2009","HI",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15003","Honolulu County, Hawaii",878679,36816,41118,24168,26891,44730,20493,684463,"Honolulu County, Hawaii",961,2309,2664,1860,2572,3043,1745,4582
"G1500050","2005-2009","HI",,,"Hawaii","15","Kalawao County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15005","Kalawao County, Hawaii",78,0,3,0,4,4,0,67,"Kalawao County, Hawaii",22,119,4,119,6,5,119,23
"G1500070","2005-2009","HI",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15007","Kauai County, Hawaii",62369,2458,3452,1859,2412,2788,1786,47614,"Kauai County, Hawaii",243,630,587,441,577,481,886,1228
"G1500090","2005-2009","HI",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15009","Maui County, Hawaii",140886,4746,6327,4849,4713,8593,4542,107116,"Maui County, Hawaii",359,721,894,924,994,1302,933,2166
"G1600010","2005-2009","ID",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16001","Ada County, Idaho",358481,14183,19651,13437,14769,21741,9660,265040,"Ada County, Idaho",1006,1663,1801,1608,1730,1577,1038,3441
"G1600030","2005-2009","ID",,,"Idaho","16","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16003","Adams County, Idaho",3479,202,200,238,159,344,160,2176,"Adams County, Idaho",44,89,80,118,69,151,99,221
"G1600050","2005-2009","ID",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16005","Bannock County, Idaho",78558,4108,7688,4586,4408,5411,2156,50201,"Bannock County, Idaho",625,704,1005,659,676,840,486,1376
"G1600070","2005-2009","ID",,,"Idaho","16","Bear Lake County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16007","Bear Lake County, Idaho",5852,232,536,238,154,712,123,3857,"Bear Lake County, Idaho",11,103,160,118,78,225,67,294
"G1600090","2005-2009","ID",,,"Idaho","16","Benewah County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16009","Benewah County, Idaho",9191,415,945,541,722,1012,379,5177,"Benewah County, Idaho",91,141,247,168,273,327,139,458
"G1600110","2005-2009","ID",,,"Idaho","16","Bingham County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16011","Bingham County, Idaho",43105,2524,4040,2917,2307,4461,1552,25304,"Bingham County, Idaho",441,514,763,634,593,797,480,1120
"G1600130","2005-2009","ID",,,"Idaho","16","Blaine County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16013","Blaine County, Idaho",21715,1409,899,984,686,1146,617,15974,"Blaine County, Idaho",52,491,367,485,340,386,244,895
"G1600150","2005-2009","ID",,,"Idaho","16","Boise County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16015","Boise County, Idaho",7320,317,614,336,113,344,568,5028,"Boise County, Idaho",230,192,213,190,87,158,298,405
"G1600170","2005-2009","ID",,,"Idaho","16","Bonner County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16017","Bonner County, Idaho",40163,2450,2949,1869,2109,2920,1491,26375,"Bonner County, Idaho",393,597,599,599,519,548,392,1116
"G1600190","2005-2009","ID",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16019","Bonneville County, Idaho",94982,3482,6322,4511,6787,7402,2648,63830,"Bonneville County, Idaho",422,561,1006,742,850,1136,567,1601
"G1600210","2005-2009","ID",,,"Idaho","16","Boundary County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16021","Boundary County, Idaho",10664,740,1255,303,760,1243,430,5933,"Boundary County, Idaho",69,243,418,136,295,554,250,744
"G1600230","2005-2009","ID",,,"Idaho","16","Butte County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16023","Butte County, Idaho",2760,220,221,203,109,293,119,1595,"Butte County, Idaho",114,103,101,135,62,99,71,186
"G1600250","2005-2009","ID",,,"Idaho","16","Camas County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16025","Camas County, Idaho",1027,19,144,81,37,51,20,675,"Camas County, Idaho",84,21,91,53,24,40,20,101
"G1600270","2005-2009","ID",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16027","Canyon County, Idaho",172815,11492,17682,9934,12108,16840,6889,97870,"Canyon County, Idaho",958,1659,1843,1176,1515,1548,1118,2242
"G1600290","2005-2009","ID",,,"Idaho","16","Caribou County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16029","Caribou County, Idaho",6692,165,410,634,259,621,334,4269,"Caribou County, Idaho",221,81,183,230,114,239,242,347
"G1600310","2005-2009","ID",,,"Idaho","16","Cassia County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16031","Cassia County, Idaho",20926,1617,1818,817,2063,3102,814,10695,"Cassia County, Idaho",209,432,477,282,530,581,295,670
"G1600330","2005-2009","ID",,,"Idaho","16","Clark County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16033","Clark County, Idaho",984,18,137,72,85,203,86,383,"Clark County, Idaho",90,25,68,58,58,100,73,98
"G1600350","2005-2009","ID",,,"Idaho","16","Clearwater County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16035","Clearwater County, Idaho",7615,273,601,435,357,693,251,5005,"Clearwater County, Idaho",218,129,164,182,184,184,108,377
"G1600370","2005-2009","ID",,,"Idaho","16","Custer County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16037","Custer County, Idaho",4129,274,218,332,277,224,153,2651,"Custer County, Idaho",114,189,86,167,110,121,102,313
"G1600390","2005-2009","ID",,,"Idaho","16","Elmore County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16039","Elmore County, Idaho",28009,1689,1503,1606,1891,3182,715,17423,"Elmore County, Idaho",292,604,507,723,608,892,330,990
"G1600410","2005-2009","ID",,,"Idaho","16","Franklin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16041","Franklin County, Idaho",12241,591,1164,757,985,709,762,7273,"Franklin County, Idaho",33,292,351,228,320,191,315,535
"G1600430","2005-2009","ID",,,"Idaho","16","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16043","Fremont County, Idaho",12495,424,868,1004,1333,1303,229,7334,"Fremont County, Idaho",37,180,238,389,376,388,105,447
"G1600450","2005-2009","ID",,,"Idaho","16","Gem County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16045","Gem County, Idaho",15948,735,1305,1471,1319,1056,398,9664,"Gem County, Idaho",297,261,436,558,394,489,193,721
"G1600470","2005-2009","ID",,,"Idaho","16","Gooding County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16047","Gooding County, Idaho",14286,824,1441,938,1080,1506,401,8096,"Gooding County, Idaho",56,332,463,392,360,361,173,527
"G1600490","2005-2009","ID",,,"Idaho","16","Idaho County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16049","Idaho County, Idaho",14648,718,2005,1288,1027,1534,405,7671,"Idaho County, Idaho",476,234,443,384,317,342,245,623
"G1600510","2005-2009","ID",,,"Idaho","16","Jefferson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16051","Jefferson County, Idaho",22791,779,1674,1241,1464,2205,920,14508,"Jefferson County, Idaho",61,284,344,349,461,420,328,717
"G1600530","2005-2009","ID",,,"Idaho","16","Jerome County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16053","Jerome County, Idaho",19830,798,1637,1363,3000,1666,617,10749,"Jerome County, Idaho",200,340,529,363,621,501,232,660
"G1600550","2005-2009","ID",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16055","Kootenai County, Idaho",131607,5761,8960,6419,7699,8284,5192,89292,"Kootenai County, Idaho",583,913,1235,906,1154,910,989,2026
"G1600570","2005-2009","ID",,,"Idaho","16","Latah County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16057","Latah County, Idaho",33612,3648,4037,1631,1852,2350,1054,19040,"Latah County, Idaho",823,605,717,438,480,461,362,891
"G1600590","2005-2009","ID",,,"Idaho","16","Lemhi County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16059","Lemhi County, Idaho",7722,452,782,579,591,517,264,4537,"Lemhi County, Idaho",73,201,290,275,223,194,146,402
"G1600610","2005-2009","ID",,,"Idaho","16","Lewis County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16061","Lewis County, Idaho",3616,136,378,242,266,425,79,2090,"Lewis County, Idaho",19,66,134,97,94,122,34,145
"G1600630","2005-2009","ID",,,"Idaho","16","Lincoln County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16063","Lincoln County, Idaho",4472,158,519,340,277,454,109,2615,"Lincoln County, Idaho",64,76,325,160,123,184,54,316
"G1600650","2005-2009","ID",,,"Idaho","16","Madison County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16065","Madison County, Idaho",34710,6259,5718,2177,1924,2832,1143,14657,"Madison County, Idaho",670,741,783,504,475,554,369,938
"G1600670","2005-2009","ID",,,"Idaho","16","Minidoka County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16067","Minidoka County, Idaho",18392,671,1800,1401,1807,2143,575,9995,"Minidoka County, Idaho",292,233,441,441,448,586,194,722
"G1600690","2005-2009","ID",,,"Idaho","16","Nez Perce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16069","Nez Perce County, Idaho",37406,2110,3262,1724,2118,2544,851,24797,"Nez Perce County, Idaho",429,463,511,405,454,467,241,842
"G1600710","2005-2009","ID",,,"Idaho","16","Oneida County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16071","Oneida County, Idaho",4136,120,467,254,331,368,130,2466,"Oneida County, Idaho",15,108,213,135,165,226,102,358
"G1600730","2005-2009","ID",,,"Idaho","16","Owyhee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16073","Owyhee County, Idaho",10910,722,1512,791,902,1395,362,5226,"Owyhee County, Idaho",77,272,534,348,279,362,152,495
"G1600750","2005-2009","ID",,,"Idaho","16","Payette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16075","Payette County, Idaho",22459,1084,2025,1165,1338,1720,504,14623,"Payette County, Idaho",59,340,558,322,379,396,228,838
"G1600770","2005-2009","ID",,,"Idaho","16","Power County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16077","Power County, Idaho",7689,444,750,585,628,1226,425,3631,"Power County, Idaho",114,224,291,290,263,383,229,382
"G1600790","2005-2009","ID",,,"Idaho","16","Shoshone County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16079","Shoshone County, Idaho",12512,843,1355,616,813,970,369,7546,"Shoshone County, Idaho",270,150,333,281,232,235,140,513
"G1600810","2005-2009","ID",,,"Idaho","16","Teton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16081","Teton County, Idaho",8306,317,366,509,413,675,48,5978,"Teton County, Idaho",139,202,247,300,177,273,36,497
"G1600830","2005-2009","ID",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16083","Twin Falls County, Idaho",71024,4017,6011,5745,3515,6096,3098,42542,"Twin Falls County, Idaho",537,757,975,933,625,989,722,1446
"G1600850","2005-2009","ID",,,"Idaho","16","Valley County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16085","Valley County, Idaho",8610,437,954,403,127,759,233,5697,"Valley County, Idaho",49,230,409,245,70,282,133,447
"G1600870","2005-2009","ID",,,"Idaho","16","Washington County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16087","Washington County, Idaho",9701,590,831,953,747,899,413,5268,"Washington County, Idaho",251,194,230,270,260,280,184,396
"G1700010","2005-2009","IL",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17001","Adams County, Illinois",64031,3168,4971,3314,3012,3525,1876,44165,"Adams County, Illinois",659,697,629,642,576,490,404,1132
