GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME,BTTRA,AMAXE001,AMAXE002,AMAXE003,AMAXE004,AMAXE005,AMAXE006,AMAXE007,AMAXE008,AMAXE009,AMAXE010,AMAXE011,AMAXE012,AMAXE013,AMAXE014,AMAXE015,AMAXE016,AMAXE017,AMAXE018,AMAXE019,AMAXE020,AMAXE021,AMAXE022,AMAXE023,AMAXE024,AMAXE025,AMAXE026,AMAXE027,AMAXE028,AMAXE029,AMAXE030,AMAXE031,AMAXE032,AMAXE033,AMAXE034,AMAXE035,AMAXE036,AMAXE037,AMAXE038,AMAXE039,AMAXE040,AMAXE041,AMAXE042,AMAXE043,AMAXE044,AMAXE045,AMAXE046,AMAXE047,AMAXE048,AMAXE049,AMAXE050,AMAXE051,AMAXE052,AMAXE053,AMAXE054,AMAXE055,AMAXE056,AMAXE057
"G0101270","2015-2019","AL",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01127","Walker County, Alabama",,61927,30344,6553,257,1995,1659,1306,395,615,201,125,437,113,104,113,37,39,0,15,16,23354,570,112,31,37,257,1310,3630,17407,31583,5857,156,1538,1858,991,465,316,300,233,558,80,97,155,133,22,47,8,16,25168,564,123,19,25,238,1368,3418,19413
"G0101290","2015-2019","AL",,,"Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01129","Washington County, Alabama",,16172,7955,1438,1,301,489,445,111,46,1,44,315,83,48,104,9,1,44,26,0,6202,104,74,16,0,184,359,894,4571,8217,1758,0,404,490,501,94,158,51,60,201,33,16,58,27,15,22,23,7,6258,211,2,0,3,23,350,675,4994
"G0101310","2015-2019","AL",,,"Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01131","Wilcox County, Alabama",,10225,4816,1143,10,157,456,212,169,86,25,28,180,39,20,53,39,0,25,4,0,3493,49,0,0,0,37,252,455,2700,5409,1056,4,264,357,208,77,67,28,51,187,38,38,49,47,6,1,0,8,4166,75,0,6,0,63,207,622,3193
"G0101330","2015-2019","AL",,,"Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01133","Winston County, Alabama",,23162,11489,2031,61,493,708,438,120,134,73,4,67,10,39,10,0,0,0,0,8,9391,349,74,49,0,110,486,1234,7089,11673,2143,48,433,825,328,134,238,85,52,110,42,0,13,7,19,5,0,24,9420,183,59,7,128,88,368,1184,7403
"G0200130","2015-2019","AK",,,"Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02013","Aleutians East Borough, Alaska",,3326,2003,261,20,79,84,41,15,0,9,13,8,3,2,0,0,2,1,0,0,1734,6,0,2,0,21,153,348,1204,1323,200,11,38,73,43,3,11,7,14,28,6,3,0,8,0,0,0,11,1095,4,2,0,0,8,71,143,867
"G0200160","2015-2019","AK",,,"Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02016","Aleutians West Census Area, Alaska",,5587,3327,497,26,179,159,54,41,0,4,34,41,4,4,1,0,3,6,0,23,2789,10,2,0,1,80,242,631,1823,2260,448,22,184,126,59,18,19,6,14,25,8,2,12,0,0,0,3,0,1787,8,7,1,2,11,169,360,1229
"G0200200","2015-2019","AK",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02020","Anchorage Municipality, Alaska",,280793,143267,33668,797,8730,8628,5564,1983,3160,3200,1606,4765,686,1086,686,205,58,641,698,705,104834,2876,812,242,235,1554,9230,22661,67224,137526,32531,1065,8323,8135,4923,1615,3021,3390,2059,4257,549,889,544,324,143,328,711,769,100738,2486,940,222,191,1298,6754,20585,68262
"G0200500","2015-2019","AK",,,"Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02050","Bethel Census Area, Alaska",,16986,8886,2677,156,846,907,509,168,38,31,22,26,1,0,7,4,3,7,2,2,6183,193,37,14,42,136,648,1455,3658,8100,2691,191,832,861,442,154,69,41,101,25,4,0,0,0,0,2,0,19,5384,142,49,3,6,121,593,1323,3147
"G0200600","2015-2019","AK",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02060","Bristol Bay Borough, Alaska",,841,505,73,5,18,23,17,6,1,2,1,8,0,2,0,0,0,0,1,5,424,5,0,0,0,3,37,49,330,336,86,4,25,22,23,7,0,0,5,4,0,1,0,1,0,0,1,1,246,0,0,0,0,0,6,38,202
"G0200680","2015-2019","AK",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02068","Denali Borough, Alaska",,2212,1185,110,4,15,56,9,16,4,6,0,57,15,8,16,9,0,4,0,5,1018,3,0,0,0,16,179,116,704,1027,160,0,14,22,38,16,67,1,2,12,0,4,6,0,0,0,0,2,855,8,0,0,0,17,39,164,627
"G0200700","2015-2019","AK",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02070","Dillingham Census Area, Alaska",,4695,2447,635,57,203,189,113,28,6,18,21,17,3,3,3,5,0,3,0,0,1795,44,12,13,4,51,183,377,1111,2248,619,38,173,207,103,33,4,19,42,28,11,0,11,6,0,0,0,0,1601,50,21,2,7,32,182,319,988
"G0200900","2015-2019","AK",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02090","Fairbanks North Star Borough, Alaska",,94445,51189,11244,228,2303,2996,1287,1017,1308,1226,879,2179,303,617,237,294,75,219,279,155,37766,1297,292,121,13,523,5258,8687,21575,43256,10775,253,2780,2251,1377,606,1110,1317,1081,1906,289,517,311,286,78,69,89,267,30575,811,379,38,36,398,2622,6798,19493
"G0201000","2015-2019","AK",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02100","Haines Borough, Alaska",,2419,1245,169,2,99,65,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1076,25,38,0,0,5,4,158,846,1174,322,12,59,131,54,0,0,2,64,2,0,0,0,2,0,0,0,0,850,47,1,3,3,4,12,100,680
"G0201050","2015-2019","AK",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02105","Hoonah-Angoon Census Area, Alaska",,2088,1116,125,15,19,31,14,3,4,11,28,19,1,9,4,2,0,0,1,2,972,5,5,0,0,5,50,128,779,972,158,7,54,53,14,9,3,1,17,26,0,20,2,4,0,0,0,0,788,11,0,1,0,12,20,100,644
"G0201100","2015-2019","AK",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02110","Juneau City and Borough, Alaska",,31126,15993,3285,157,911,907,584,208,123,153,242,387,53,120,39,47,5,32,27,64,12321,249,24,0,13,124,943,2441,8527,15133,3565,72,822,853,521,208,289,352,448,473,91,108,35,34,40,26,43,96,11095,152,33,8,10,170,554,1901,8267
"G0201220","2015-2019","AK",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02122","Kenai Peninsula Borough, Alaska",,56450,29500,4950,135,1330,1621,936,242,220,178,288,1211,62,374,189,188,86,107,121,84,23339,628,225,65,60,425,1440,3556,16940,26950,5350,138,1389,1641,900,277,396,184,425,1053,98,196,269,174,84,55,18,159,20547,517,65,21,12,291,943,3248,15450
"G0201300","2015-2019","AK",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02130","Ketchikan Gateway Borough, Alaska",,13320,6839,1297,45,341,392,283,57,47,74,58,149,22,44,42,5,0,0,11,25,5393,100,11,4,8,82,426,901,3861,6481,1343,57,365,363,230,68,56,95,109,157,23,49,20,3,7,0,24,31,4981,70,53,10,13,65,317,769,3684
"G0201500","2015-2019","AK",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02150","Kodiak Island Borough, Alaska",,12863,6872,1469,9,442,481,282,144,31,33,47,172,10,81,40,0,13,4,0,24,5231,118,59,0,5,139,369,1216,3325,5991,1442,26,511,219,243,19,64,214,146,254,78,71,5,0,37,4,19,40,4295,162,10,13,8,34,198,987,2883
"G0201580","2015-2019","AK",,,"Alaska","02","Kusilvak Census Area","158",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02158","Kusilvak Census Area, Alaska",,7613,4136,1356,138,469,462,220,49,8,3,7,15,0,2,6,1,4,1,0,1,2765,96,16,0,16,88,323,727,1499,3477,1240,121,367,445,215,41,11,13,27,15,0,0,3,4,0,0,0,8,2222,84,14,6,8,92,293,542,1183
"G0201640","2015-2019","AK",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02164","Lake and Peninsula Borough, Alaska",,1338,727,127,12,39,40,25,5,3,0,3,2,1,0,0,0,0,0,0,1,598,4,0,0,0,6,92,98,398,611,157,9,49,51,30,4,5,5,4,2,0,0,0,0,0,0,2,0,452,6,0,0,2,6,31,120,287
"G0201700","2015-2019","AK",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02170","Matanuska-Susitna Borough, Alaska",,101063,52525,11391,314,3131,3645,2161,687,518,421,514,2171,164,527,685,222,150,106,135,182,38963,1055,265,116,80,501,2877,7413,26656,48538,10934,267,3212,3248,1763,668,562,494,720,1984,177,464,422,378,49,118,169,207,35620,1234,285,153,122,418,2133,6462,24813
"G0201800","2015-2019","AK",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02180","Nome Census Area, Alaska",,9424,4959,1468,92,534,482,242,63,3,10,42,7,2,2,2,1,0,0,0,0,3484,101,4,7,13,95,418,787,2059,4465,1413,94,452,446,226,40,27,62,66,49,0,1,16,2,0,2,6,22,3003,134,4,4,9,86,300,661,1805
"G0201850","2015-2019","AK",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02185","North Slope Borough, Alaska",,9317,5734,1080,70,374,319,216,46,27,10,18,39,1,0,0,12,0,10,12,4,4615,87,12,13,1,50,269,937,3246,3583,1062,83,343,280,158,48,32,32,86,18,0,0,0,1,0,11,6,0,2503,77,14,24,3,37,194,587,1567
"G0201880","2015-2019","AK",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02188","Northwest Arctic Borough, Alaska",,7272,3975,1120,80,408,385,170,36,23,3,15,34,0,4,9,6,0,5,5,5,2821,120,9,7,8,68,275,671,1663,3297,1054,67,366,329,166,41,19,34,32,45,0,0,6,2,2,10,9,16,2198,108,4,7,16,73,234,513,1243
"G0201950","2015-2019","AK",,,"Alaska","02","Petersburg Borough","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02195","Petersburg Borough, Alaska",,3138,1641,241,2,88,57,67,15,9,0,3,22,17,2,0,0,0,0,1,2,1378,18,5,3,0,16,230,165,941,1497,232,12,68,90,37,6,8,3,8,37,16,4,0,3,0,1,0,13,1228,25,12,4,0,22,106,162,897
"G0201980","2015-2019","AK",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02198","Prince of Wales-Hyder Census Area, Alaska",,6178,3359,653,33,219,212,107,45,8,5,24,55,3,4,8,22,0,8,6,4,2651,38,10,13,0,30,153,396,2011,2819,647,54,181,186,104,29,13,25,55,62,0,4,38,4,3,2,8,3,2110,23,8,1,0,28,130,336,1584
"G0202200","2015-2019","AK",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02220","Sitka City and Borough, Alaska",,8397,4350,921,23,306,313,184,27,17,13,38,124,14,10,20,15,1,8,38,18,3305,54,11,0,3,55,221,543,2418,4047,815,12,225,238,119,60,18,45,98,139,7,0,14,3,0,53,43,19,3093,30,29,4,0,17,140,550,2323
"G0202300","2015-2019","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02230","Skagway Municipality, Alaska",,1060,596,73,3,20,14,13,17,1,1,4,7,0,0,2,0,0,5,0,0,516,3,0,0,0,5,19,136,353,464,62,3,20,11,17,4,3,0,4,2,0,0,0,0,2,0,0,0,400,5,0,0,1,4,21,77,292
"G0202400","2015-2019","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240","Southeast Fairbanks Census Area, Alaska",,6557,3615,670,28,223,207,97,44,8,21,42,181,11,49,45,55,3,9,1,8,2764,50,9,0,0,104,108,513,1980,2942,717,43,217,232,90,40,18,27,50,144,8,32,48,14,13,0,8,21,2081,56,5,2,22,13,136,390,1457
"G0202610","2015-2019","AK",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02261","Valdez-Cordova Census Area, Alaska",,8924,4762,860,8,243,297,201,27,1,1,82,191,78,58,6,2,20,0,23,4,3711,114,10,0,2,44,337,641,2563,4162,779,28,352,243,90,23,34,0,9,104,11,16,17,14,0,0,0,46,3279,26,4,17,0,36,85,883,2228
"G0202750","2015-2019","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275","Wrangell City and Borough, Alaska",,2430,1309,225,0,43,83,69,9,10,4,7,15,0,4,2,9,0,0,0,0,1069,5,6,0,0,23,14,161,860,1121,177,3,29,64,29,16,3,23,10,10,0,5,2,0,0,0,1,2,934,40,2,1,0,10,24,112,745
"G0202820","2015-2019","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282","Yakutat City and Borough, Alaska",,617,339,45,11,14,13,3,4,0,0,0,4,0,2,2,0,0,0,0,0,290,2,0,0,0,4,27,56,201,278,67,6,14,24,11,2,5,3,2,12,0,7,2,0,0,0,0,3,199,5,2,0,0,2,13,41,136
"G0202900","2015-2019","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290","Yukon-Koyukuk Census Area, Alaska",,5160,2767,653,33,255,182,120,12,9,22,20,13,0,7,0,0,0,0,4,2,2101,52,0,0,2,56,156,371,1464,2393,691,62,217,174,111,17,32,34,44,22,0,7,2,4,0,0,5,4,1680,36,10,0,0,45,117,296,1176
"G0400010","2015-2019","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001","Apache County, Arizona",,68767,33715,9035,467,2528,2749,1529,745,566,285,166,342,1,53,109,34,18,18,45,64,24338,492,106,25,60,401,1739,4459,17056,35052,9914,458,2534,2897,1813,773,663,476,300,321,2,68,57,19,22,49,23,81,24817,649,80,28,49,363,1654,3934,18060
"G0400030","2015-2019","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003","Cochise County, Arizona",,121291,61717,13005,422,3883,3067,2179,880,649,1046,879,1290,105,381,255,110,44,21,70,304,47422,941,242,31,25,904,3604,7513,34162,59574,12539,330,3164,3620,2150,991,600,951,733,1597,231,447,193,75,4,88,232,327,45438,809,108,13,29,457,2600,5937,35485
"G0400050","2015-2019","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005","Coconino County, Arizona",,136890,67537,21416,341,3320,4322,2510,3809,4881,1450,783,1439,210,277,275,76,108,297,111,85,44682,1201,206,160,78,388,3799,8598,30252,69353,24848,580,3224,3839,2352,6706,5373,1606,1168,1501,321,288,268,30,128,115,185,166,43004,725,154,140,23,366,2920,7518,31158
"G0400070","2015-2019","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007","Gila County, Arizona",,51864,25601,4086,100,1415,1161,804,195,98,117,196,553,21,150,140,45,0,139,14,44,20962,474,156,44,54,208,1156,2533,16337,26263,4607,197,1187,1441,801,233,279,161,308,544,0,99,126,43,0,26,148,102,21112,461,54,45,32,71,1079,2282,17088
"G0400090","2015-2019","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009","Graham County, Arizona",,36581,19612,5026,134,1178,1415,829,467,398,364,241,300,24,57,134,0,0,23,12,50,14286,552,58,85,43,187,1230,2943,9188,16969,4605,220,1176,1421,837,352,245,132,222,344,49,99,70,26,10,34,14,42,12020,371,44,13,33,183,878,2219,8279
"G0400110","2015-2019","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011","Greenlee County, Arizona",,9052,4805,1208,83,320,337,342,74,0,25,27,98,20,0,53,20,0,0,5,0,3499,58,5,30,0,139,306,625,2336,4247,882,23,350,317,41,111,9,19,12,102,5,0,56,8,14,0,19,0,3263,90,0,0,0,61,326,543,2243
"G0400120","2015-2019","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012","La Paz County, Arizona",,20171,10400,1584,57,585,374,347,56,104,35,26,89,0,10,33,0,0,29,0,17,8727,139,11,6,0,142,459,788,7182,9771,1431,66,377,468,180,144,56,81,59,145,26,12,7,17,34,0,38,11,8195,52,6,0,0,13,308,790,7026
"G0400130","2015-2019","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013","Maricopa County, Arizona",,4168686,2059408,487975,14217,124352,140563,81587,35605,44241,28627,18783,66267,10206,12734,11423,5516,3714,7268,8178,7228,1505166,36949,8114,3070,3928,19504,97095,283674,1052832,2109278,485335,12329,121157,134107,77855,35608,49319,30666,24294,69461,8496,12348,10199,5818,3958,8391,9616,10635,1554482,36188,8123,3090,3568,15710,83521,269335,1134947
"G0400150","2015-2019","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015","Mohave County, Arizona",,202252,101979,14767,662,4051,4896,2693,799,690,474,502,2233,126,802,494,223,139,136,97,216,84979,1064,144,119,348,993,4159,10727,67425,100273,14949,522,3737,4459,2548,873,1115,743,952,3246,224,644,919,352,123,158,369,457,82078,1068,290,257,281,714,3039,8772,67657
"G0400170","2015-2019","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017","Navajo County, Arizona",,104698,52474,12995,598,3552,4048,2358,880,495,616,448,1029,112,303,268,61,42,88,51,104,38450,953,295,55,163,549,2910,6300,27225,52224,12740,417,3681,3966,2230,764,552,575,555,802,125,143,257,78,4,23,49,123,38682,953,138,38,86,602,2386,5601,28878
"G0400190","2015-2019","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019","Pima County, Arizona",,993271,488194,117659,3243,25330,28346,16794,11033,18152,9211,5550,13979,1817,3280,2837,1362,721,1366,1115,1481,356556,7198,1624,552,855,4062,26927,57577,257761,505077,115963,3330,25096,26013,16359,12246,18091,8213,6615,14675,1761,3254,2942,1305,613,1556,1273,1971,374439,7040,1561,568,730,2805,24698,52661,284376
"G0400210","2015-2019","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021","Pinal County, Arizona",,418423,218352,43737,1198,11714,14002,7423,2697,2383,2035,2285,6160,460,1500,1204,445,324,681,743,803,168455,3726,720,382,580,2597,10847,30005,119598,200071,42541,1440,12069,12360,6969,2601,2252,2630,2220,6705,488,1518,1241,571,222,619,802,1244,150825,3242,982,222,562,1539,7290,21036,115952
"G0400230","2015-2019","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023","Santa Cruz County, Arizona",,44642,21507,5538,230,1615,1582,1075,503,290,88,155,273,26,112,77,39,2,0,0,17,15696,591,104,58,0,238,1253,2423,11029,23135,5784,197,1600,1629,1106,619,375,93,165,713,112,185,81,57,24,69,97,88,16638,317,48,18,13,73,1022,2293,12854
"G0400250","2015-2019","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025","Yavapai County, Arizona",,222311,108471,17111,489,4604,4508,3013,1355,1038,958,1146,4734,337,507,813,230,645,1405,429,368,86626,1201,337,80,241,699,3043,9307,71718,113840,18230,650,4195,4664,2927,1340,1468,1377,1609,3711,466,513,690,280,370,510,220,662,91899,690,389,52,97,446,2804,8447,78974
"G0400270","2015-2019","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027","Yuma County, Arizona",,200818,103164,25363,779,6965,7225,4045,1976,2282,969,1122,1419,220,293,239,123,0,113,213,218,76382,2000,231,136,171,1318,8157,14954,49415,97654,25541,1315,6451,6711,4123,2130,2212,1552,1047,1415,148,408,234,111,45,33,204,232,70698,1959,345,214,132,653,4805,11206,51384
"G0500010","2015-2019","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001","Arkansas County, Arkansas",,17324,8262,1611,104,496,419,331,149,38,20,54,222,29,90,46,7,17,8,16,9,6429,117,25,43,0,152,357,934,4801,9062,1827,135,480,539,276,48,139,46,164,330,67,90,77,23,32,8,19,14,6905,100,11,5,3,30,410,1035,5311
"G0500030","2015-2019","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003","Ashley County, Arkansas",,19597,9478,2071,178,744,451,355,186,92,14,51,190,0,62,15,4,60,46,0,3,7217,126,63,0,51,36,633,822,5486,10119,2116,132,925,418,250,138,63,35,155,242,92,29,23,0,0,39,42,17,7761,33,5,17,10,185,334,1022,6155
"G0500050","2015-2019","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005","Baxter County, Arkansas",,40328,19493,3544,117,916,946,773,290,148,222,132,262,36,51,131,7,0,20,0,17,15687,148,19,34,0,160,674,1707,12945,20835,3482,221,732,1112,512,115,272,274,244,170,0,12,37,47,26,41,0,7,17183,115,92,60,50,147,492,1716,14511
"G0500070","2015-2019","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007","Benton County, Arkansas",,254884,126477,28218,677,8250,9646,5220,1611,1076,981,757,4916,991,1099,720,490,394,620,257,345,93343,2496,718,70,165,1209,5779,18715,64191,128407,28438,623,7861,9208,5278,1543,1627,1179,1119,4571,563,1200,852,343,428,623,302,260,95398,2485,424,87,137,1083,5381,17894,67907
"G0500090","2015-2019","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009","Boone County, Arkansas",,35785,17683,3737,180,1191,1114,701,236,153,62,100,230,4,63,81,11,31,4,7,29,13716,241,63,0,40,108,974,2128,10162,18102,3443,122,917,1040,627,144,267,219,107,483,0,146,144,35,0,52,58,48,14176,242,79,7,13,164,608,1996,11067
"G0500110","2015-2019","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011","Bradley County, Arkansas",,10436,5022,1162,33,397,369,208,78,36,27,14,33,0,11,10,12,0,0,0,0,3827,84,8,0,0,64,180,613,2878,5414,1247,54,406,297,174,109,123,16,68,102,18,17,0,3,0,0,38,26,4065,36,6,0,15,49,119,560,3280
"G0500130","2015-2019","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013","Calhoun County, Arkansas",,5081,2537,433,8,114,121,83,70,35,1,1,65,0,9,27,0,8,11,10,0,2039,22,0,0,0,45,114,357,1501,2544,536,82,123,123,98,50,25,25,10,61,0,0,0,6,0,25,3,27,1947,34,0,0,7,40,84,233,1549
"G0500150","2015-2019","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015","Carroll County, Arkansas",,27166,13523,2535,40,731,859,515,199,70,48,73,217,84,33,60,0,9,25,0,6,10771,314,87,0,0,207,568,1446,8149,13643,2679,163,711,703,478,160,214,99,151,360,31,39,169,43,18,3,4,53,10604,150,37,3,36,28,527,1403,8420
"G0500170","2015-2019","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017","Chicot County, Arkansas",,10321,5092,1196,130,287,306,161,199,11,6,96,145,0,35,16,16,8,20,16,34,3751,39,20,0,0,32,219,705,2736,5229,1049,53,337,286,179,60,22,29,83,110,12,29,25,27,0,0,17,0,4070,78,13,21,0,53,186,490,3229
"G0500190","2015-2019","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019","Clark County, Arkansas",,21552,10114,2781,72,503,568,296,594,620,109,19,586,10,37,4,0,129,322,49,35,6747,116,15,13,25,63,613,973,4929,11438,3735,135,503,610,385,857,999,91,155,252,0,17,38,9,33,133,13,9,7451,34,19,3,9,74,523,967,5822
"G0500210","2015-2019","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021","Clay County, Arkansas",,14375,7168,1357,113,334,505,282,30,54,26,13,111,16,55,8,13,0,1,18,0,5700,97,31,13,0,130,377,766,4286,7207,1473,40,316,554,251,91,132,30,59,125,17,0,4,23,21,1,53,6,5609,24,12,3,9,42,251,742,4526
"G0500230","2015-2019","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023","Cleburne County, Arkansas",,24401,12024,1918,87,590,624,365,138,90,9,15,212,12,108,30,27,16,4,7,8,9894,111,56,0,53,104,561,1245,7764,12377,1592,58,527,523,311,57,54,24,38,362,8,65,153,97,0,14,15,10,10423,204,62,28,3,139,429,1153,8405
"G0500250","2015-2019","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025","Cleveland County, Arkansas",,7872,3877,838,42,177,313,125,98,63,1,19,60,0,0,2,28,0,0,14,16,2979,63,35,0,2,14,148,413,2304,3995,864,19,269,263,126,79,41,28,39,66,0,23,0,20,15,0,0,8,3065,42,0,3,0,46,117,404,2453
"G0500270","2015-2019","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027","Columbia County, Arkansas",,22834,10929,3156,146,690,565,436,540,630,101,48,242,45,43,63,36,21,0,34,0,7531,89,16,2,16,73,815,1077,5443,11905,2787,26,535,510,280,494,570,191,181,364,19,103,91,26,27,78,0,20,8754,178,22,60,72,147,709,1116,6450
