GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME,BTTRA,BTBGA,ALW1E001
"G4802410","2015-2019","TX",,,"Texas","48","Jasper County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48241","Jasper County, Texas",,,44370
"G4802430","2015-2019","TX",,,"Texas","48","Jeff Davis County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48243","Jeff Davis County, Texas",,,53088
"G4802450","2015-2019","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",,,51248
"G4802470","2015-2019","TX",,,"Texas","48","Jim Hogg County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48247","Jim Hogg County, Texas",,,33382
"G4802490","2015-2019","TX",,,"Texas","48","Jim Wells County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48249","Jim Wells County, Texas",,,41505
"G4802510","2015-2019","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",,,64359
"G4802530","2015-2019","TX",,,"Texas","48","Jones County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48253","Jones County, Texas",,,50344
"G4802550","2015-2019","TX",,,"Texas","48","Karnes County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48255","Karnes County, Texas",,,56127
"G4802570","2015-2019","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",,,70107
"G4802590","2015-2019","TX",,,"Texas","48","Kendall County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48259","Kendall County, Texas",,,84747
"G4802610","2015-2019","TX",,,"Texas","48","Kenedy County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48261","Kenedy County, Texas",,,38021
"G4802630","2015-2019","TX",,,"Texas","48","Kent County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48263","Kent County, Texas",,,44688
"G4802650","2015-2019","TX",,,"Texas","48","Kerr County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48265","Kerr County, Texas",,,55990
"G4802670","2015-2019","TX",,,"Texas","48","Kimble County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48267","Kimble County, Texas",,,43328
"G4802690","2015-2019","TX",,,"Texas","48","King County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48269","King County, Texas",,,52083
"G4802710","2015-2019","TX",,,"Texas","48","Kinney County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48271","Kinney County, Texas",,,26738
"G4802730","2015-2019","TX",,,"Texas","48","Kleberg County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48273","Kleberg County, Texas",,,43730
"G4802750","2015-2019","TX",,,"Texas","48","Knox County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48275","Knox County, Texas",,,48798
"G4802770","2015-2019","TX",,,"Texas","48","Lamar County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48277","Lamar County, Texas",,,45117
"G4802790","2015-2019","TX",,,"Texas","48","Lamb County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48279","Lamb County, Texas",,,45111
"G4802810","2015-2019","TX",,,"Texas","48","Lampasas County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48281","Lampasas County, Texas",,,60772
"G4802830","2015-2019","TX",,,"Texas","48","La Salle County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48283","La Salle County, Texas",,,50151
"G4802850","2015-2019","TX",,,"Texas","48","Lavaca County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48285","Lavaca County, Texas",,,54403
"G4802870","2015-2019","TX",,,"Texas","48","Lee County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48287","Lee County, Texas",,,54744
"G4802890","2015-2019","TX",,,"Texas","48","Leon County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48289","Leon County, Texas",,,43045
"G4802910","2015-2019","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",,,51494
"G4802930","2015-2019","TX",,,"Texas","48","Limestone County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48293","Limestone County, Texas",,,44418
"G4802950","2015-2019","TX",,,"Texas","48","Lipscomb County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48295","Lipscomb County, Texas",,,59091
"G4802970","2015-2019","TX",,,"Texas","48","Live Oak County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48297","Live Oak County, Texas",,,53848
"G4802990","2015-2019","TX",,,"Texas","48","Llano County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48299","Llano County, Texas",,,53411
"G4803010","2015-2019","TX",,,"Texas","48","Loving County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48301","Loving County, Texas",,,83750
"G4803030","2015-2019","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",,,52429
"G4803050","2015-2019","TX",,,"Texas","48","Lynn County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48305","Lynn County, Texas",,,43382
"G4803070","2015-2019","TX",,,"Texas","48","McCulloch County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48307","McCulloch County, Texas",,,47707
"G4803090","2015-2019","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",,,49778
"G4803110","2015-2019","TX",,,"Texas","48","McMullen County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48311","McMullen County, Texas",,,62000
"G4803130","2015-2019","TX",,,"Texas","48","Madison County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48313","Madison County, Texas",,,52664
"G4803150","2015-2019","TX",,,"Texas","48","Marion County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48315","Marion County, Texas",,,37662
"G4803170","2015-2019","TX",,,"Texas","48","Martin County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48317","Martin County, Texas",,,66610
"G4803190","2015-2019","TX",,,"Texas","48","Mason County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48319","Mason County, Texas",,,42276
"G4803210","2015-2019","TX",,,"Texas","48","Matagorda County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48321","Matagorda County, Texas",,,48913
"G4803230","2015-2019","TX",,,"Texas","48","Maverick County","323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48323","Maverick County, Texas",,,39625
"G4803250","2015-2019","TX",,,"Texas","48","Medina County","325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48325","Medina County, Texas",,,62599
"G4803270","2015-2019","TX",,,"Texas","48","Menard County","327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48327","Menard County, Texas",,,36395
"G4803290","2015-2019","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",,,79421
"G4803310","2015-2019","TX",,,"Texas","48","Milam County","331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48331","Milam County, Texas",,,47902
"G4803330","2015-2019","TX",,,"Texas","48","Mills County","333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48333","Mills County, Texas",,,49306
"G4803350","2015-2019","TX",,,"Texas","48","Mitchell County","335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48335","Mitchell County, Texas",,,51492
"G4803370","2015-2019","TX",,,"Texas","48","Montague County","337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48337","Montague County, Texas",,,51765
"G4803390","2015-2019","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",,,80902
"G4803410","2015-2019","TX",,,"Texas","48","Moore County","341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48341","Moore County, Texas",,,54871
"G4803430","2015-2019","TX",,,"Texas","48","Morris County","343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48343","Morris County, Texas",,,41359
"G4803450","2015-2019","TX",,,"Texas","48","Motley County","345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48345","Motley County, Texas",,,43859
"G4803470","2015-2019","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",,,44847
"G4803490","2015-2019","TX",,,"Texas","48","Navarro County","349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48349","Navarro County, Texas",,,48529
"G4803510","2015-2019","TX",,,"Texas","48","Newton County","351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48351","Newton County, Texas",,,40101
"G4803530","2015-2019","TX",,,"Texas","48","Nolan County","353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48353","Nolan County, Texas",,,45537
"G4803550","2015-2019","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",,,55919
"G4803570","2015-2019","TX",,,"Texas","48","Ochiltree County","357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48357","Ochiltree County, Texas",,,50464
"G4803590","2015-2019","TX",,,"Texas","48","Oldham County","359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48359","Oldham County, Texas",,,64545
"G4803610","2015-2019","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",,,59399
"G4803630","2015-2019","TX",,,"Texas","48","Palo Pinto County","363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48363","Palo Pinto County, Texas",,,50154
"G4803650","2015-2019","TX",,,"Texas","48","Panola County","365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48365","Panola County, Texas",,,52982
"G4803670","2015-2019","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",,,77503
"G4803690","2015-2019","TX",,,"Texas","48","Parmer County","369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48369","Parmer County, Texas",,,55359
"G4803710","2015-2019","TX",,,"Texas","48","Pecos County","371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48371","Pecos County, Texas",,,52397
"G4803730","2015-2019","TX",,,"Texas","48","Polk County","373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48373","Polk County, Texas",,,49279
"G4803750","2015-2019","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",,,42528
"G4803770","2015-2019","TX",,,"Texas","48","Presidio County","377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48377","Presidio County, Texas",,,25098
"G4803790","2015-2019","TX",,,"Texas","48","Rains County","379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48379","Rains County, Texas",,,51579
"G4803810","2015-2019","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",,,68261
"G4803830","2015-2019","TX",,,"Texas","48","Reagan County","383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48383","Reagan County, Texas",,,74868
"G4803850","2015-2019","TX",,,"Texas","48","Real County","385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48385","Real County, Texas",,,35862
"G4803870","2015-2019","TX",,,"Texas","48","Red River County","387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48387","Red River County, Texas",,,39142
"G4803890","2015-2019","TX",,,"Texas","48","Reeves County","389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48389","Reeves County, Texas",,,53311
"G4803910","2015-2019","TX",,,"Texas","48","Refugio County","391",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48391","Refugio County, Texas",,,50076
"G4803930","2015-2019","TX",,,"Texas","48","Roberts County","393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48393","Roberts County, Texas",,,68750
"G4803950","2015-2019","TX",,,"Texas","48","Robertson County","395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48395","Robertson County, Texas",,,52928
"G4803970","2015-2019","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",,,100920
"G4803990","2015-2019","TX",,,"Texas","48","Runnels County","399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48399","Runnels County, Texas",,,44940
"G4804010","2015-2019","TX",,,"Texas","48","Rusk County","401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48401","Rusk County, Texas",,,55234
"G4804030","2015-2019","TX",,,"Texas","48","Sabine County","403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48403","Sabine County, Texas",,,34992
"G4804050","2015-2019","TX",,,"Texas","48","San Augustine County","405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48405","San Augustine County, Texas",,,40353
"G4804070","2015-2019","TX",,,"Texas","48","San Jacinto County","407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48407","San Jacinto County, Texas",,,41614
"G4804090","2015-2019","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",,,56556
"G4804110","2015-2019","TX",,,"Texas","48","San Saba County","411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48411","San Saba County, Texas",,,45083
"G4804130","2015-2019","TX",,,"Texas","48","Schleicher County","413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48413","Schleicher County, Texas",,,53229
"G4804150","2015-2019","TX",,,"Texas","48","Scurry County","415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48415","Scurry County, Texas",,,54326
"G4804170","2015-2019","TX",,,"Texas","48","Shackelford County","417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48417","Shackelford County, Texas",,,46935
"G4804190","2015-2019","TX",,,"Texas","48","Shelby County","419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48419","Shelby County, Texas",,,42522
"G4804210","2015-2019","TX",,,"Texas","48","Sherman County","421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48421","Sherman County, Texas",,,51926
"G4804230","2015-2019","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",,,56810
"G4804250","2015-2019","TX",,,"Texas","48","Somervell County","425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48425","Somervell County, Texas",,,60632
"G4804270","2015-2019","TX",,,"Texas","48","Starr County","427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48427","Starr County, Texas",,,30387
"G4804290","2015-2019","TX",,,"Texas","48","Stephens County","429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48429","Stephens County, Texas",,,46232
"G4804310","2015-2019","TX",,,"Texas","48","Sterling County","431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48431","Sterling County, Texas",,,59868
"G4804330","2015-2019","TX",,,"Texas","48","Stonewall County","433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48433","Stonewall County, Texas",,,51250
"G4804350","2015-2019","TX",,,"Texas","48","Sutton County","435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48435","Sutton County, Texas",,,54306
"G4804370","2015-2019","TX",,,"Texas","48","Swisher County","437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48437","Swisher County, Texas",,,39771
"G4804390","2015-2019","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",,,67700
"G4804410","2015-2019","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",,,53143
"G4804430","2015-2019","TX",,,"Texas","48","Terrell County","443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48443","Terrell County, Texas",,,43208
"G4804450","2015-2019","TX",,,"Texas","48","Terry County","445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48445","Terry County, Texas",,,44627
"G4804470","2015-2019","TX",,,"Texas","48","Throckmorton County","447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48447","Throckmorton County, Texas",,,40000
"G4804490","2015-2019","TX",,,"Texas","48","Titus County","449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48449","Titus County, Texas",,,50196
"G4804510","2015-2019","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",,,53903
"G4804530","2015-2019","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",,,75887
"G4804550","2015-2019","TX",,,"Texas","48","Trinity County","455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48455","Trinity County, Texas",,,41357
"G4804570","2015-2019","TX",,,"Texas","48","Tyler County","457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48457","Tyler County, Texas",,,44497
"G4804590","2015-2019","TX",,,"Texas","48","Upshur County","459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48459","Upshur County, Texas",,,52162
"G4804610","2015-2019","TX",,,"Texas","48","Upton County","461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48461","Upton County, Texas",,,52171
"G4804630","2015-2019","TX",,,"Texas","48","Uvalde County","463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48463","Uvalde County, Texas",,,41679
"G4804650","2015-2019","TX",,,"Texas","48","Val Verde County","465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48465","Val Verde County, Texas",,,46147
"G4804670","2015-2019","TX",,,"Texas","48","Van Zandt County","467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48467","Van Zandt County, Texas",,,54654
"G4804690","2015-2019","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",,,56834
"G4804710","2015-2019","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",,,43742
"G4804730","2015-2019","TX",,,"Texas","48","Waller County","473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48473","Waller County, Texas",,,59642
"G4804750","2015-2019","TX",,,"Texas","48","Ward County","475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48475","Ward County, Texas",,,62986
"G4804770","2015-2019","TX",,,"Texas","48","Washington County","477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48477","Washington County, Texas",,,54971
"G4804790","2015-2019","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",,,46475
"G4804810","2015-2019","TX",,,"Texas","48","Wharton County","481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48481","Wharton County, Texas",,,48310
"G4804830","2015-2019","TX",,,"Texas","48","Wheeler County","483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48483","Wheeler County, Texas",,,49315
"G4804850","2015-2019","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",,,48650
"G4804870","2015-2019","TX",,,"Texas","48","Wilbarger County","487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48487","Wilbarger County, Texas",,,45302
"G4804890","2015-2019","TX",,,"Texas","48","Willacy County","489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48489","Willacy County, Texas",,,35521
"G4804910","2015-2019","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",,,87337
"G4804930","2015-2019","TX",,,"Texas","48","Wilson County","493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48493","Wilson County, Texas",,,76692
"G4804950","2015-2019","TX",,,"Texas","48","Winkler County","495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48495","Winkler County, Texas",,,60366
"G4804970","2015-2019","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",,,64536
"G4804990","2015-2019","TX",,,"Texas","48","Wood County","499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48499","Wood County, Texas",,,53394
"G4805010","2015-2019","TX",,,"Texas","48","Yoakum County","501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48501","Yoakum County, Texas",,,70005
"G4805030","2015-2019","TX",,,"Texas","48","Young County","503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48503","Young County, Texas",,,50635
"G4805050","2015-2019","TX",,,"Texas","48","Zapata County","505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48505","Zapata County, Texas",,,33952
"G4805070","2015-2019","TX",,,"Texas","48","Zavala County","507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48507","Zavala County, Texas",,,34459
"G4900010","2015-2019","UT",,,"Utah","49","Beaver County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49001","Beaver County, Utah",,,55221
"G4900030","2015-2019","UT",,,"Utah","49","Box Elder County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49003","Box Elder County, Utah",,,62233
"G4900050","2015-2019","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",,,59038
"G4900070","2015-2019","UT",,,"Utah","49","Carbon County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49007","Carbon County, Utah",,,51158
"G4900090","2015-2019","UT",,,"Utah","49","Daggett County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49009","Daggett County, Utah",,,75417
"G4900110","2015-2019","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",,,83310
"G4900130","2015-2019","UT",,,"Utah","49","Duchesne County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49013","Duchesne County, Utah",,,63224
"G4900150","2015-2019","UT",,,"Utah","49","Emery County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49015","Emery County, Utah",,,55554
"G4900170","2015-2019","UT",,,"Utah","49","Garfield County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49017","Garfield County, Utah",,,54565
"G4900190","2015-2019","UT",,,"Utah","49","Grand County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49019","Grand County, Utah",,,51557
"G4900210","2015-2019","UT",,,"Utah","49","Iron County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49021","Iron County, Utah",,,51807
"G4900230","2015-2019","UT",,,"Utah","49","Juab County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49023","Juab County, Utah",,,61463
"G4900250","2015-2019","UT",,,"Utah","49","Kane County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49025","Kane County, Utah",,,47044
"G4900270","2015-2019","UT",,,"Utah","49","Millard County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49027","Millard County, Utah",,,62242
"G4900290","2015-2019","UT",,,"Utah","49","Morgan County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49029","Morgan County, Utah",,,91341
"G4900310","2015-2019","UT",,,"Utah","49","Piute County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49031","Piute County, Utah",,,42813
"G4900330","2015-2019","UT",,,"Utah","49","Rich County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49033","Rich County, Utah",,,57902
"G4900350","2015-2019","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",,,74865
"G4900370","2015-2019","UT",,,"Utah","49","San Juan County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49037","San Juan County, Utah",,,45394
"G4900390","2015-2019","UT",,,"Utah","49","Sanpete County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49039","Sanpete County, Utah",,,53838
"G4900410","2015-2019","UT",,,"Utah","49","Sevier County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49041","Sevier County, Utah",,,54799
"G4900430","2015-2019","UT",,,"Utah","49","Summit County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49043","Summit County, Utah",,,102958
"G4900450","2015-2019","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",,,74562
"G4900470","2015-2019","UT",,,"Utah","49","Uintah County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49047","Uintah County, Utah",,,65264
"G4900490","2015-2019","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",,,74665
"G4900510","2015-2019","UT",,,"Utah","49","Wasatch County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49051","Wasatch County, Utah",,,85166
"G4900530","2015-2019","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",,,59839
"G4900550","2015-2019","UT",,,"Utah","49","Wayne County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49055","Wayne County, Utah",,,44245
"G4900570","2015-2019","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",,,67244
"G5000010","2015-2019","VT",,,"Vermont","50","Addison County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50001","Addison County, Vermont",,,68825
"G5000030","2015-2019","VT",,,"Vermont","50","Bennington County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50003","Bennington County, Vermont",,,56183
"G5000050","2015-2019","VT",,,"Vermont","50","Caledonia County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50005","Caledonia County, Vermont",,,50563
"G5000070","2015-2019","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",,,73647
