GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNHE001,NAME_M,RNHM001
"G3000550","2005-2009","MT",,,"Montana","30","McCone County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30055","McCone County, Montana",40903,"McCone County, Montana",3711
"G3000570","2005-2009","MT",,,"Montana","30","Madison County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30057","Madison County, Montana",42054,"Madison County, Montana",3094
"G3000590","2005-2009","MT",,,"Montana","30","Meagher County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30059","Meagher County, Montana",33365,"Meagher County, Montana",2928
"G3000610","2005-2009","MT",,,"Montana","30","Mineral County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30061","Mineral County, Montana",36820,"Mineral County, Montana",3101
"G3000630","2005-2009","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",41220,"Missoula County, Montana",1470
"G3000650","2005-2009","MT",,,"Montana","30","Musselshell County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30065","Musselshell County, Montana",33000,"Musselshell County, Montana",4198
"G3000670","2005-2009","MT",,,"Montana","30","Park County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30067","Park County, Montana",39730,"Park County, Montana",3271
"G3000690","2005-2009","MT",,,"Montana","30","Petroleum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30069","Petroleum County, Montana",38833,"Petroleum County, Montana",8573
"G3000710","2005-2009","MT",,,"Montana","30","Phillips County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30071","Phillips County, Montana",37080,"Phillips County, Montana",3358
"G3000730","2005-2009","MT",,,"Montana","30","Pondera County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30073","Pondera County, Montana",32790,"Pondera County, Montana",2924
"G3000750","2005-2009","MT",,,"Montana","30","Powder River County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30075","Powder River County, Montana",39489,"Powder River County, Montana",5147
"G3000770","2005-2009","MT",,,"Montana","30","Powell County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30077","Powell County, Montana",40329,"Powell County, Montana",2625
"G3000790","2005-2009","MT",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30079","Prairie County, Montana",36618,"Prairie County, Montana",5560
"G3000810","2005-2009","MT",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30081","Ravalli County, Montana",42654,"Ravalli County, Montana",2345
"G3000830","2005-2009","MT",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30083","Richland County, Montana",49553,"Richland County, Montana",3782
"G3000850","2005-2009","MT",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30085","Roosevelt County, Montana",34731,"Roosevelt County, Montana",3105
"G3000870","2005-2009","MT",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30087","Rosebud County, Montana",43269,"Rosebud County, Montana",4887
"G3000890","2005-2009","MT",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30089","Sanders County, Montana",31521,"Sanders County, Montana",2585
"G3000910","2005-2009","MT",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30091","Sheridan County, Montana",39091,"Sheridan County, Montana",4394
"G3000930","2005-2009","MT",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30093","Silver Bow County, Montana",37324,"Silver Bow County, Montana",2501
"G3000950","2005-2009","MT",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30095","Stillwater County, Montana",55401,"Stillwater County, Montana",3950
"G3000970","2005-2009","MT",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30097","Sweet Grass County, Montana",43016,"Sweet Grass County, Montana",5800
"G3000990","2005-2009","MT",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30099","Teton County, Montana",39360,"Teton County, Montana",3436
"G3001010","2005-2009","MT",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30101","Toole County, Montana",41322,"Toole County, Montana",5237
"G3001030","2005-2009","MT",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30103","Treasure County, Montana",43553,"Treasure County, Montana",5697
"G3001050","2005-2009","MT",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30105","Valley County, Montana",38559,"Valley County, Montana",3631
"G3001070","2005-2009","MT",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30107","Wheatland County, Montana",30375,"Wheatland County, Montana",7485
"G3001090","2005-2009","MT",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30109","Wibaux County, Montana",32154,"Wibaux County, Montana",6367
"G3001110","2005-2009","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",46967,"Yellowstone County, Montana",1318
"G3100010","2005-2009","NE",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31001","Adams County, Nebraska",44524,"Adams County, Nebraska",1645
"G3100030","2005-2009","NE",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31003","Antelope County, Nebraska",35883,"Antelope County, Nebraska",1495
"G3100050","2005-2009","NE",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31005","Arthur County, Nebraska",44750,"Arthur County, Nebraska",9735
"G3100070","2005-2009","NE",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31007","Banner County, Nebraska",32833,"Banner County, Nebraska",12760
"G3100090","2005-2009","NE",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31009","Blaine County, Nebraska",35694,"Blaine County, Nebraska",10345
"G3100110","2005-2009","NE",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31011","Boone County, Nebraska",43891,"Boone County, Nebraska",3714
"G3100130","2005-2009","NE",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31013","Box Butte County, Nebraska",45000,"Box Butte County, Nebraska",4011
"G3100150","2005-2009","NE",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31015","Boyd County, Nebraska",33060,"Boyd County, Nebraska",1293
"G3100170","2005-2009","NE",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31017","Brown County, Nebraska",26676,"Brown County, Nebraska",3428
"G3100190","2005-2009","NE",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31019","Buffalo County, Nebraska",46300,"Buffalo County, Nebraska",1710
"G3100210","2005-2009","NE",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31021","Burt County, Nebraska",43333,"Burt County, Nebraska",2865
"G3100230","2005-2009","NE",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31023","Butler County, Nebraska",45226,"Butler County, Nebraska",3348
"G3100250","2005-2009","NE",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31025","Cass County, Nebraska",62527,"Cass County, Nebraska",2540
"G3100270","2005-2009","NE",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31027","Cedar County, Nebraska",42430,"Cedar County, Nebraska",2896
"G3100290","2005-2009","NE",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31029","Chase County, Nebraska",37192,"Chase County, Nebraska",6659
"G3100310","2005-2009","NE",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31031","Cherry County, Nebraska",39089,"Cherry County, Nebraska",4082
"G3100330","2005-2009","NE",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31033","Cheyenne County, Nebraska",47115,"Cheyenne County, Nebraska",2229
"G3100350","2005-2009","NE",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31035","Clay County, Nebraska",39642,"Clay County, Nebraska",1406
"G3100370","2005-2009","NE",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31037","Colfax County, Nebraska",45919,"Colfax County, Nebraska",5444
"G3100390","2005-2009","NE",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31039","Cuming County, Nebraska",41900,"Cuming County, Nebraska",1891
"G3100410","2005-2009","NE",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31041","Custer County, Nebraska",42282,"Custer County, Nebraska",2608
"G3100430","2005-2009","NE",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31043","Dakota County, Nebraska",44564,"Dakota County, Nebraska",4598
"G3100450","2005-2009","NE",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31045","Dawes County, Nebraska",31052,"Dawes County, Nebraska",4234
"G3100470","2005-2009","NE",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31047","Dawson County, Nebraska",40842,"Dawson County, Nebraska",2419
"G3100490","2005-2009","NE",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31049","Deuel County, Nebraska",38933,"Deuel County, Nebraska",3152
"G3100510","2005-2009","NE",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31051","Dixon County, Nebraska",42016,"Dixon County, Nebraska",2709
"G3100530","2005-2009","NE",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31053","Dodge County, Nebraska",44904,"Dodge County, Nebraska",2462
"G3100550","2005-2009","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",50107,"Douglas County, Nebraska",620
"G3100570","2005-2009","NE",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31057","Dundy County, Nebraska",38346,"Dundy County, Nebraska",7048
"G3100590","2005-2009","NE",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31059","Fillmore County, Nebraska",42464,"Fillmore County, Nebraska",3135
"G3100610","2005-2009","NE",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31061","Franklin County, Nebraska",35259,"Franklin County, Nebraska",2828
"G3100630","2005-2009","NE",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31063","Frontier County, Nebraska",41676,"Frontier County, Nebraska",4942
"G3100650","2005-2009","NE",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31065","Furnas County, Nebraska",38406,"Furnas County, Nebraska",3381
"G3100670","2005-2009","NE",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31067","Gage County, Nebraska",41569,"Gage County, Nebraska",2426
"G3100690","2005-2009","NE",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31069","Garden County, Nebraska",33692,"Garden County, Nebraska",3365
"G3100710","2005-2009","NE",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31071","Garfield County, Nebraska",35455,"Garfield County, Nebraska",4084
"G3100730","2005-2009","NE",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31073","Gosper County, Nebraska",43487,"Gosper County, Nebraska",3580
"G3100750","2005-2009","NE",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31075","Grant County, Nebraska",37000,"Grant County, Nebraska",7163
"G3100770","2005-2009","NE",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31077","Greeley County, Nebraska",38355,"Greeley County, Nebraska",6048
"G3100790","2005-2009","NE",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31079","Hall County, Nebraska",46215,"Hall County, Nebraska",1879
"G3100810","2005-2009","NE",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31081","Hamilton County, Nebraska",49618,"Hamilton County, Nebraska",2827
"G3100830","2005-2009","NE",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31083","Harlan County, Nebraska",39565,"Harlan County, Nebraska",2121
"G3100850","2005-2009","NE",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31085","Hayes County, Nebraska",39427,"Hayes County, Nebraska",3345
"G3100870","2005-2009","NE",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31087","Hitchcock County, Nebraska",36307,"Hitchcock County, Nebraska",2217
"G3100890","2005-2009","NE",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31089","Holt County, Nebraska",37625,"Holt County, Nebraska",2051
"G3100910","2005-2009","NE",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31091","Hooker County, Nebraska",35547,"Hooker County, Nebraska",6147
"G3100930","2005-2009","NE",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31093","Howard County, Nebraska",44104,"Howard County, Nebraska",3236
"G3100950","2005-2009","NE",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31095","Jefferson County, Nebraska",38797,"Jefferson County, Nebraska",2847
"G3100970","2005-2009","NE",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31097","Johnson County, Nebraska",43631,"Johnson County, Nebraska",5758
"G3100990","2005-2009","NE",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31099","Kearney County, Nebraska",49894,"Kearney County, Nebraska",4140
"G3101010","2005-2009","NE",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31101","Keith County, Nebraska",40826,"Keith County, Nebraska",1102
"G3101030","2005-2009","NE",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31103","Keya Paha County, Nebraska",34038,"Keya Paha County, Nebraska",6536
"G3101050","2005-2009","NE",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31105","Kimball County, Nebraska",40233,"Kimball County, Nebraska",3224
"G3101070","2005-2009","NE",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31107","Knox County, Nebraska",35349,"Knox County, Nebraska",2246
"G3101090","2005-2009","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",50217,"Lancaster County, Nebraska",730
"G3101110","2005-2009","NE",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31111","Lincoln County, Nebraska",44667,"Lincoln County, Nebraska",2675
"G3101130","2005-2009","NE",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31113","Logan County, Nebraska",42857,"Logan County, Nebraska",4618
"G3101150","2005-2009","NE",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31115","Loup County, Nebraska",31364,"Loup County, Nebraska",5221
"G3101170","2005-2009","NE",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31117","McPherson County, Nebraska",50833,"McPherson County, Nebraska",8388
"G3101190","2005-2009","NE",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31119","Madison County, Nebraska",42911,"Madison County, Nebraska",1952
"G3101210","2005-2009","NE",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31121","Merrick County, Nebraska",46171,"Merrick County, Nebraska",2066
"G3101230","2005-2009","NE",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31123","Morrill County, Nebraska",36986,"Morrill County, Nebraska",4079
"G3101250","2005-2009","NE",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31125","Nance County, Nebraska",40729,"Nance County, Nebraska",5322
"G3101270","2005-2009","NE",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31127","Nemaha County, Nebraska",41852,"Nemaha County, Nebraska",4932
"G3101290","2005-2009","NE",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31129","Nuckolls County, Nebraska",32076,"Nuckolls County, Nebraska",2321
"G3101310","2005-2009","NE",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31131","Otoe County, Nebraska",46160,"Otoe County, Nebraska",3295
"G3101330","2005-2009","NE",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31133","Pawnee County, Nebraska",41471,"Pawnee County, Nebraska",2349
"G3101350","2005-2009","NE",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31135","Perkins County, Nebraska",46151,"Perkins County, Nebraska",3808
"G3101370","2005-2009","NE",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31137","Phelps County, Nebraska",43602,"Phelps County, Nebraska",4355
"G3101390","2005-2009","NE",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31139","Pierce County, Nebraska",46579,"Pierce County, Nebraska",3897
"G3101410","2005-2009","NE",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31141","Platte County, Nebraska",48359,"Platte County, Nebraska",2096
"G3101430","2005-2009","NE",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31143","Polk County, Nebraska",44104,"Polk County, Nebraska",2762
"G3101450","2005-2009","NE",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31145","Red Willow County, Nebraska",39674,"Red Willow County, Nebraska",4027
"G3101470","2005-2009","NE",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31147","Richardson County, Nebraska",36698,"Richardson County, Nebraska",2776
"G3101490","2005-2009","NE",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31149","Rock County, Nebraska",34620,"Rock County, Nebraska",4566
"G3101510","2005-2009","NE",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31151","Saline County, Nebraska",45893,"Saline County, Nebraska",2740
"G3101530","2005-2009","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",65189,"Sarpy County, Nebraska",1229
"G3101550","2005-2009","NE",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31155","Saunders County, Nebraska",56495,"Saunders County, Nebraska",2997
"G3101570","2005-2009","NE",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31157","Scotts Bluff County, Nebraska",37643,"Scotts Bluff County, Nebraska",1619
"G3101590","2005-2009","NE",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31159","Seward County, Nebraska",54872,"Seward County, Nebraska",2535
