GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALWVE001,ALWVE002,ALWVE003,ALWVE004,ALWVE005,ALWVE006,ALWVE007,ALWVE008,NAME_M,ALWVM001,ALWVM002,ALWVM003,ALWVM004,ALWVM005,ALWVM006,ALWVM007,ALWVM008
"G0400050","2015-2019","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",128041,11587,10952,6626,5829,8681,3471,80895,"Coconino County, Arizona",1243,1087,1059,940,1024,995,792,1906
"G0400070","2015-2019","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",52641,5522,5845,3521,2831,4251,1551,29120,"Gila County, Arizona",295,831,831,762,523,759,464,1287
"G0400090","2015-2019","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",33980,3955,3724,1461,1277,2867,1025,19671,"Graham County, Arizona",637,497,773,479,379,644,311,935
"G0400110","2015-2019","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",9393,614,636,480,376,583,454,6250,"Greenlee County, Arizona",58,206,227,312,199,281,293,610
"G0400120","2015-2019","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",20468,2177,2415,911,1705,2085,763,10412,"La Paz County, Arizona",137,564,514,315,542,555,236,792
"G0400130","2015-2019","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",4272832,274071,314279,183880,180200,280381,116493,2923528,"Maricopa County, Arizona",2526,7108,7487,6813,6393,7999,5002,13000
"G0400150","2015-2019","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",203644,14746,18618,11045,13086,17199,8423,120527,"Mohave County, Arizona",877,1498,1570,1657,1467,1863,1270,2832
"G0400170","2015-2019","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",106309,15297,14366,7702,7374,8142,2703,50725,"Navajo County, Arizona",329,1106,1144,1000,820,857,677,1546
"G0400190","2015-2019","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",998061,76322,91501,49484,50342,73783,29317,627312,"Pima County, Arizona",1286,3793,3789,2768,3227,3067,2330,6014
"G0400210","2015-2019","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",405131,26036,27240,19641,20239,28238,15169,268568,"Pinal County, Arizona",1528,2497,2267,1828,2680,2483,1817,4664
"G0400230","2015-2019","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",46120,3858,6871,3361,4338,4069,1565,22058,"Santa Cruz County, Arizona",116,726,1325,684,903,1020,607,1457
"G0400250","2015-2019","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",223134,12828,16257,11773,11194,14812,7723,148547,"Yavapai County, Arizona",606,1330,1756,1519,1519,1513,1216,3068
"G0400270","2015-2019","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",203812,17147,22461,16256,14439,18182,6767,108560,"Yuma County, Arizona",585,1524,2151,2233,1932,1703,1243,2864
"G0500010","2015-2019","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",17532,1260,1781,1157,1128,1386,599,10221,"Arkansas County, Arkansas",137,303,335,352,326,374,212,553
"G0500030","2015-2019","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",20092,1255,2092,1319,1550,1409,817,11650,"Ashley County, Arkansas",63,335,474,441,566,488,423,687
"G0500050","2015-2019","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",40888,1598,3762,2409,2446,4129,1320,25224,"Baxter County, Arkansas",191,374,619,584,584,698,397,1028
"G0500070","2015-2019","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",262378,9555,15212,10701,12770,18215,7511,188414,"Benton County, Arkansas",518,1361,1542,1329,1552,1937,1082,2646
"G0500090","2015-2019","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",36630,1901,3468,2078,2399,3629,1490,21665,"Boone County, Arkansas",234,538,641,508,491,668,491,1154
"G0500110","2015-2019","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",10780,1035,1176,950,327,873,303,6116,"Bradley County, Arkansas",66,311,288,334,145,243,157,494
"G0500130","2015-2019","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",5056,418,262,506,253,317,113,3187,"Calhoun County, Arkansas",27,172,118,227,139,135,69,268
"G0500150","2015-2019","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",27677,1734,2362,1897,1617,2130,663,17274,"Carroll County, Arkansas",87,551,523,678,544,503,241,1042
"G0500170","2015-2019","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",9944,1520,1352,846,637,1060,199,4330,"Chicot County, Arkansas",169,330,297,284,177,333,98,428
"G0500190","2015-2019","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",19798,1972,2045,1087,899,2155,634,11006,"Clark County, Arkansas",375,506,403,325,280,539,307,673
"G0500210","2015-2019","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",14703,1331,1775,815,1081,1136,404,8161,"Clay County, Arkansas",62,307,314,210,334,292,137,486
"G0500230","2015-2019","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",24727,1188,2264,1252,1130,2250,903,15740,"Cleburne County, Arkansas",156,349,509,391,321,424,269,727
"G0500250","2015-2019","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",8019,806,669,351,771,434,186,4802,"Cleveland County, Arkansas",84,298,202,191,276,184,98,428
"G0500270","2015-2019","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",21933,2969,2513,1187,1391,1794,992,11087,"Columbia County, Arkansas",286,688,553,423,550,498,461,908
"G0500290","2015-2019","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",20738,1047,2602,1360,1424,1501,508,12296,"Conway County, Arkansas",83,418,563,443,396,439,171,760
"G0500310","2015-2019","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",103022,6922,10208,6389,5646,8029,4070,61758,"Craighead County, Arkansas",448,879,1269,1140,858,1137,977,1917
"G0500330","2015-2019","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",61833,4206,6403,3785,3740,5394,1907,36398,"Crawford County, Arkansas",265,1010,1220,909,775,1015,515,1628
"G0500350","2015-2019","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",47952,4602,6053,3949,2564,4251,1370,25163,"Crittenden County, Arkansas",191,756,775,720,504,698,400,1041
"G0500370","2015-2019","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",16538,1118,1437,1290,1156,1080,440,10017,"Cross County, Arkansas",124,332,350,380,342,309,230,670
"G0500390","2015-2019","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",6516,445,510,334,510,698,325,3694,"Dallas County, Arkansas",226,207,143,106,206,252,173,368
"G0500410","2015-2019","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",11541,1589,1774,1242,438,866,432,5200,"Desha County, Arkansas",108,396,419,469,141,271,168,521
"G0500430","2015-2019","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",17352,1887,1381,1404,808,1219,285,10368,"Drew County, Arkansas",232,446,362,346,318,424,180,593
"G0500450","2015-2019","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",118617,8409,11369,6479,6063,7091,2924,76282,"Faulkner County, Arkansas",485,882,1415,1130,1070,888,653,2077
"G0500470","2015-2019","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",17410,1750,2255,1629,714,1034,294,9734,"Franklin County, Arkansas",113,707,555,447,259,320,151,864
"G0500490","2015-2019","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",12028,757,1734,1224,1183,636,294,6200,"Fulton County, Arkansas",99,197,377,497,452,288,166,641
"G0500510","2015-2019","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",96855,7223,10809,5450,5009,7759,3379,57226,"Garland County, Arkansas",303,1207,1614,918,1083,1179,1065,2054
"G0500530","2015-2019","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",17875,907,1689,839,601,1655,569,11615,"Grant County, Arkansas",86,300,385,276,241,497,251,775
"G0500550","2015-2019","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,,"Greene County, Arkansas",44080,3231,4015,1839,3535,3492,1637,26331,"Greene County, Arkansas",203,677,739,442,819,729,639,1441
"G0500570","2015-2019","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,,"Hempstead County, Arkansas",21558,1424,3468,1092,1174,1863,684,11853,"Hempstead County, Arkansas",96,366,825,499,475,533,290,983
"G0500590","2015-2019","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,,"Hot Spring County, Arkansas",31368,1485,4173,1617,2033,2486,1195,18379,"Hot Spring County, Arkansas",254,338,904,406,551,525,414,1148
"G0500610","2015-2019","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,,"Howard County, Arkansas",13094,1106,1433,935,774,1408,569,6869,"Howard County, Arkansas",138,398,374,344,263,352,326,544
"G0500630","2015-2019","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,,"Independence County, Arkansas",36244,2040,4009,2853,2193,3240,1539,20370,"Independence County, Arkansas",242,388,759,675,582,564,563,1035
"G0500650","2015-2019","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065",,,"Izard County, Arkansas",12630,599,1307,901,744,1326,455,7298,"Izard County, Arkansas",197,185,404,287,255,362,181,577
"G0500670","2015-2019","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067",,,"Jackson County, Arkansas",14325,1309,2180,1304,989,1226,609,6708,"Jackson County, Arkansas",304,343,435,354,225,222,243,568
"G0500690","2015-2019","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069",,,"Jefferson County, Arkansas",62881,6153,7807,4106,3530,4382,2237,34666,"Jefferson County, Arkansas",804,1022,1188,734,649,751,449,1302
"G0500710","2015-2019","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071",,,"Johnson County, Arkansas",25669,1779,4054,2010,2041,2340,750,12695,"Johnson County, Arkansas",203,509,876,446,456,565,286,807
"G0500730","2015-2019","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073",,,"Lafayette County, Arkansas",6644,792,929,435,462,633,295,3098,"Lafayette County, Arkansas",72,185,274,143,187,209,135,338
"G0500750","2015-2019","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075",,,"Lawrence County, Arkansas",15960,856,1641,1142,1332,1448,674,8867,"Lawrence County, Arkansas",146,227,299,265,338,305,221,512
"G0500770","2015-2019","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077",,,"Lee County, Arkansas",7547,854,814,696,374,761,320,3728,"Lee County, Arkansas",205,250,231,229,144,325,186,436
"G0500790","2015-2019","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079",,,"Lincoln County, Arkansas",8322,781,886,562,355,738,232,4768,"Lincoln County, Arkansas",659,323,320,221,166,291,192,572
"G0500810","2015-2019","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081",,,"Little River County, Arkansas",12098,511,1441,733,931,980,381,7121,"Little River County, Arkansas",123,185,380,252,337,357,167,397
"G0500830","2015-2019","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083",,,"Logan County, Arkansas",21351,1379,2616,1665,1225,2143,606,11717,"Logan County, Arkansas",139,255,631,463,356,465,167,619
"G0500850","2015-2019","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085",,,"Lonoke County, Arkansas",71763,3497,5278,3344,3103,5828,2068,48645,"Lonoke County, Arkansas",183,690,935,622,737,939,501,1490
"G0500870","2015-2019","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087",,,"Madison County, Arkansas",16073,1144,1654,1155,1236,891,727,9266,"Madison County, Arkansas",82,327,401,365,376,333,248,576
"G0500890","2015-2019","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089",,,"Marion County, Arkansas",16263,1374,1586,1033,938,1871,314,9147,"Marion County, Arkansas",122,312,330,287,281,403,103,589
"G0500910","2015-2019","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091",,,"Miller County, Arkansas",42154,3973,4483,2479,2642,2614,1241,24722,"Miller County, Arkansas",224,652,717,564,733,498,388,1188
"G0500930","2015-2019","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093",,,"Mississippi County, Arkansas",41186,3565,6452,2880,1990,3567,1299,21433,"Mississippi County, Arkansas",198,748,1012,708,511,684,458,1182
"G0500950","2015-2019","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095",,,"Monroe County, Arkansas",6968,1019,868,449,286,328,348,3670,"Monroe County, Arkansas",82,221,226,148,131,138,168,333
"G0500970","2015-2019","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097",,,"Montgomery County, Arkansas",8801,472,1403,527,521,1066,158,4654,"Montgomery County, Arkansas",108,159,317,205,158,258,87,369
"G0500990","2015-2019","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099",,,"Nevada County, Arkansas",8160,615,1268,441,235,1077,502,4022,"Nevada County, Arkansas",49,260,565,225,98,453,331,572
"G0501010","2015-2019","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101",,,"Newton County, Arkansas",7745,388,838,368,523,996,174,4458,"Newton County, Arkansas",60,158,269,109,225,302,105,438
"G0501030","2015-2019","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103",,,"Ouachita County, Arkansas",23430,1922,3506,1972,1372,1401,826,12431,"Ouachita County, Arkansas",135,499,717,578,464,388,361,910
"G0501050","2015-2019","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105",,,"Perry County, Arkansas",10228,906,924,605,564,487,255,6487,"Perry County, Arkansas",45,335,310,221,239,157,99,508
"G0501070","2015-2019","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107",,,"Phillips County, Arkansas",18420,3277,3085,1742,905,1094,261,8056,"Phillips County, Arkansas",102,765,801,526,282,500,135,750
"G0501090","2015-2019","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109",,,"Pike County, Arkansas",10552,390,1237,794,843,953,420,5915,"Pike County, Arkansas",109,163,294,269,288,262,178,445
"G0501110","2015-2019","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111",,,"Poinsett County, Arkansas",23313,1876,3124,1230,1260,1974,697,13152,"Poinsett County, Arkansas",170,404,442,321,279,462,251,647
"G0501130","2015-2019","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113",,,"Polk County, Arkansas",19949,1358,3389,1303,1435,1890,655,9919,"Polk County, Arkansas",95,274,673,356,451,357,268,661
"G0501150","2015-2019","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115",,,"Pope County, Arkansas",60232,4091,7258,4343,3831,4665,2069,33975,"Pope County, Arkansas",374,970,1094,858,782,842,645,1420
"G0501170","2015-2019","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117",,,"Prairie County, Arkansas",7978,525,655,552,489,955,236,4566,"Prairie County, Arkansas",79,190,175,203,148,223,107,372
"G0501190","2015-2019","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119",,,"Pulaski County, Arkansas",386238,32384,32604,21324,20615,27319,9506,242486,"Pulaski County, Arkansas",555,2629,2512,1919,2329,2482,1469,3883
"G0501210","2015-2019","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121",,,"Randolph County, Arkansas",17229,1142,2099,1313,1757,1715,413,8790,"Randolph County, Arkansas",220,550,432,366,443,435,163,694
"G0501230","2015-2019","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123",,,"St. Francis County, Arkansas",22438,2529,3056,1890,1299,2439,879,10346,"St. Francis County, Arkansas",314,660,503,479,406,624,375,868
"G0501250","2015-2019","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125",,,"Saline County, Arkansas",117845,4268,6547,3528,4043,8150,2777,88532,"Saline County, Arkansas",356,820,983,716,679,1155,624,1967
"G0501270","2015-2019","AR",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05127",,,"Scott County, Arkansas",10283,739,1228,1018,695,1448,106,5049,"Scott County, Arkansas",96,283,305,299,314,495,70,569
"G0501290","2015-2019","AR",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05129",,,"Searcy County, Arkansas",7778,316,1386,584,548,714,439,3791,"Searcy County, Arkansas",84,118,365,190,181,256,197,423
"G0501310","2015-2019","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05131",,,"Sebastian County, Arkansas",125802,7963,15308,6690,9064,11258,3890,71629,"Sebastian County, Arkansas",368,1150,1551,963,1398,1188,813,2082
"G0501330","2015-2019","AR",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05133",,,"Sevier County, Arkansas",16872,937,2653,921,867,1920,787,8787,"Sevier County, Arkansas",136,306,601,364,336,627,325,586
"G0501350","2015-2019","AR",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05135",,,"Sharp County, Arkansas",16828,1204,2539,1450,1482,1888,418,7847,"Sharp County, Arkansas",168,325,529,402,313,475,137,571
"G0501370","2015-2019","AR",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05137",,,"Stone County, Arkansas",12350,835,1614,1019,1041,1153,328,6360,"Stone County, Arkansas",88,281,517,421,369,334,233,682
"G0501390","2015-2019","AR",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05139",,,"Union County, Arkansas",38998,3229,4215,2147,1662,3418,1536,22791,"Union County, Arkansas",171,710,850,592,419,837,602,1197
"G0501410","2015-2019","AR",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05141",,,"Van Buren County, Arkansas",16431,1219,1822,1410,1397,1350,487,8746,"Van Buren County, Arkansas",88,350,426,398,389,401,203,667
"G0501430","2015-2019","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05143",,,"Washington County, Arkansas",224112,16894,19836,11603,13926,17784,7942,136127,"Washington County, Arkansas",644,1303,2230,1625,1910,1954,1360,2913
"G0501450","2015-2019","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05145",,,"White County, Arkansas",74839,4648,7094,4676,5459,7151,1608,44203,"White County, Arkansas",404,861,998,1005,1161,1278,389,1824
"G0501470","2015-2019","AR",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05147",,,"Woodruff County, Arkansas",6330,719,877,413,315,376,319,3311,"Woodruff County, Arkansas",143,184,206,166,115,117,135,287
