GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ABDJE001,ABDJE002,ABDJE003,ABDJE004,ABDJE005,ABDJE006,ABDJE007,ABDJE008,NAME_M,ABDJM001,ABDJM002,ABDJM003,ABDJM004,ABDJM005,ABDJM006,ABDJM007,ABDJM008
"G1901270","2010-2014","IA",,,"Iowa","19","Marshall County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19127",,,"Marshall County, Iowa",39712,2265,2465,1976,2080,3139,1662,26125,"Marshall County, Iowa",227,462,559,614,544,561,504,943
"G1901290","2010-2014","IA",,,"Iowa","19","Mills County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19129",,,"Mills County, Iowa",14641,469,592,625,823,656,323,11153,"Mills County, Iowa",121,204,179,261,400,196,145,578
"G1901310","2010-2014","IA",,,"Iowa","19","Mitchell County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19131",,,"Mitchell County, Iowa",10483,359,800,443,473,680,409,7319,"Mitchell County, Iowa",108,117,244,155,190,207,131,344
"G1901330","2010-2014","IA",,,"Iowa","19","Monona County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19133",,,"Monona County, Iowa",8911,621,395,560,540,970,226,5599,"Monona County, Iowa",102,291,106,149,138,236,84,346
"G1901350","2010-2014","IA",,,"Iowa","19","Monroe County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19135",,,"Monroe County, Iowa",7825,386,468,631,345,364,356,5275,"Monroe County, Iowa",88,150,199,274,164,163,197,415
"G1901370","2010-2014","IA",,,"Iowa","19","Montgomery County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19137",,,"Montgomery County, Iowa",10319,703,1040,743,493,748,394,6198,"Montgomery County, Iowa",99,199,248,197,112,175,231,373
"G1901390","2010-2014","IA",,,"Iowa","19","Muscatine County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19139",,,"Muscatine County, Iowa",42042,2734,2924,2029,1927,2812,879,28737,"Muscatine County, Iowa",222,546,560,473,422,528,262,927
"G1901410","2010-2014","IA",,,"Iowa","19","O'Brien County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19141",,,"O'Brien County, Iowa",13882,615,788,818,611,974,276,9800,"O'Brien County, Iowa",134,184,230,242,168,254,114,407
"G1901430","2010-2014","IA",,,"Iowa","19","Osceola County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19143",,,"Osceola County, Iowa",6140,180,320,172,319,636,164,4349,"Osceola County, Iowa",78,75,99,48,108,159,89,190
"G1901450","2010-2014","IA",,,"Iowa","19","Page County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19145",,,"Page County, Iowa",14687,798,1142,881,867,853,393,9753,"Page County, Iowa",377,239,250,256,266,190,121,497
"G1901470","2010-2014","IA",,,"Iowa","19","Palo Alto County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19147",,,"Palo Alto County, Iowa",8902,342,543,564,648,655,244,5906,"Palo Alto County, Iowa",130,116,153,165,192,151,66,314
"G1901490","2010-2014","IA",,,"Iowa","19","Plymouth County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19149",,,"Plymouth County, Iowa",24545,836,1015,1211,792,1228,536,18927,"Plymouth County, Iowa",121,304,285,416,212,326,168,593
"G1901510","2010-2014","IA",,,"Iowa","19","Pocahontas County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19151",,,"Pocahontas County, Iowa",7020,336,724,364,392,507,146,4551,"Pocahontas County, Iowa",72,107,148,90,89,151,54,238
"G1901530","2010-2014","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19153",,,"Polk County, Iowa",436449,23810,30832,15445,17804,25279,10824,312455,"Polk County, Iowa",840,1899,2121,1419,1677,2181,1408,3445
"G1901550","2010-2014","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19155",,,"Pottawattamie County, Iowa",90805,4751,7234,3575,3793,5739,2804,62909,"Pottawattamie County, Iowa",409,544,890,495,592,727,594,1329
"G1901570","2010-2014","IA",,,"Iowa","19","Poweshiek County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19157",,,"Poweshiek County, Iowa",17041,733,1197,644,834,895,408,12330,"Poweshiek County, Iowa",220,225,291,181,362,215,171,467
"G1901590","2010-2014","IA",,,"Iowa","19","Ringgold County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19159",,,"Ringgold County, Iowa",4904,155,654,268,321,225,317,2964,"Ringgold County, Iowa",100,63,242,79,108,73,125,250
"G1901610","2010-2014","IA",,,"Iowa","19","Sac County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19161",,,"Sac County, Iowa",9935,245,531,403,565,804,314,7073,"Sac County, Iowa",108,79,123,102,151,113,120,281
"G1901630","2010-2014","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19163",,,"Scott County, Iowa",165638,10716,10439,5481,6651,11378,4524,116449,"Scott County, Iowa",393,973,938,716,847,1179,767,1928
"G1901650","2010-2014","IA",,,"Iowa","19","Shelby County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19165",,,"Shelby County, Iowa",11732,416,958,671,524,800,319,8044,"Shelby County, Iowa",120,151,254,186,163,243,112,422
"G1901670","2010-2014","IA",,,"Iowa","19","Sioux County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19167",,,"Sioux County, Iowa",31794,1075,1623,1032,1798,1801,1445,23020,"Sioux County, Iowa",422,304,499,327,419,375,362,739
"G1901690","2010-2014","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19169",,,"Story County, Iowa",83142,10284,7938,3109,2379,4261,1942,53229,"Story County, Iowa",960,1011,698,533,370,641,399,1264
"G1901710","2010-2014","IA",,,"Iowa","19","Tama County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19171",,,"Tama County, Iowa",17124,644,1473,556,882,1072,751,11746,"Tama County, Iowa",145,135,312,126,304,188,236,388
"G1901730","2010-2014","IA",,,"Iowa","19","Taylor County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19173",,,"Taylor County, Iowa",6085,339,500,308,450,348,267,3873,"Taylor County, Iowa",55,86,127,83,131,87,90,177
"G1901750","2010-2014","IA",,,"Iowa","19","Union County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19175",,,"Union County, Iowa",12253,407,1217,522,849,1431,253,7574,"Union County, Iowa",77,129,304,131,243,398,109,442
"G1901770","2010-2014","IA",,,"Iowa","19","Van Buren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19177",,,"Van Buren County, Iowa",7392,348,741,508,288,538,338,4631,"Van Buren County, Iowa",59,117,230,172,96,178,128,292
"G1901790","2010-2014","IA",,,"Iowa","19","Wapello County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19179",,,"Wapello County, Iowa",34422,2671,3904,2452,1757,2697,1193,19748,"Wapello County, Iowa",276,551,649,558,390,479,346,922
"G1901810","2010-2014","IA",,,"Iowa","19","Warren County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19181",,,"Warren County, Iowa",45275,970,1859,1906,1560,1954,719,36307,"Warren County, Iowa",278,243,418,394,327,373,252,640
"G1901830","2010-2014","IA",,,"Iowa","19","Washington County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19183",,,"Washington County, Iowa",21449,602,1218,945,911,1332,1014,15427,"Washington County, Iowa",156,166,284,304,268,296,352,662
"G1901850","2010-2014","IA",,,"Iowa","19","Wayne County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19185",,,"Wayne County, Iowa",6268,230,597,398,336,547,205,3955,"Wayne County, Iowa",78,58,113,126,102,149,91,259
"G1901870","2010-2014","IA",,,"Iowa","19","Webster County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19187",,,"Webster County, Iowa",34852,2225,3265,1688,1804,2609,1460,21801,"Webster County, Iowa",457,469,516,318,489,480,347,840
"G1901890","2010-2014","IA",,,"Iowa","19","Winnebago County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19189",,,"Winnebago County, Iowa",10088,492,534,552,442,820,334,6914,"Winnebago County, Iowa",116,155,216,235,148,206,153,402
"G1901910","2010-2014","IA",,,"Iowa","19","Winneshiek County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19191",,,"Winneshiek County, Iowa",18553,489,961,388,797,1066,482,14370,"Winneshiek County, Iowa",264,174,218,95,164,224,151,449
"G1901930","2010-2014","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19193",,,"Woodbury County, Iowa",99389,6926,8508,5761,4883,7293,3430,62588,"Woodbury County, Iowa",346,921,930,884,701,909,640,1643
"G1901950","2010-2014","IA",,,"Iowa","19","Worth County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19195",,,"Worth County, Iowa",7416,407,559,278,346,506,286,5034,"Worth County, Iowa",80,139,149,105,120,168,121,253
"G1901970","2010-2014","IA",,,"Iowa","19","Wright County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19197",,,"Wright County, Iowa",12744,768,680,688,630,843,536,8599,"Wright County, Iowa",92,246,159,230,166,220,185,380
"G2000010","2010-2014","KS",,,"Kansas","20","Allen County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20001",,,"Allen County, Kansas",12732,970,1326,598,957,1390,363,7128,"Allen County, Kansas",148,312,252,194,266,321,195,520
"G2000030","2010-2014","KS",,,"Kansas","20","Anderson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20003",,,"Anderson County, Kansas",7828,344,813,374,597,750,141,4809,"Anderson County, Kansas",40,152,270,166,316,287,66,340
"G2000050","2010-2014","KS",,,"Kansas","20","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20005",,,"Atchison County, Kansas",15584,941,1907,662,1007,1368,255,9444,"Atchison County, Kansas",223,245,387,264,307,320,120,567
"G2000070","2010-2014","KS",,,"Kansas","20","Barber County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20007",,,"Barber County, Kansas",4832,226,338,270,234,351,171,3242,"Barber County, Kansas",51,90,96,103,89,136,80,192
"G2000090","2010-2014","KS",,,"Kansas","20","Barton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20009",,,"Barton County, Kansas",26973,1749,2561,1286,2277,1680,774,16646,"Barton County, Kansas",221,424,492,386,591,313,233,738
"G2000110","2010-2014","KS",,,"Kansas","20","Bourbon County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20011",,,"Bourbon County, Kansas",14498,951,1604,1085,975,1112,491,8280,"Bourbon County, Kansas",123,263,386,272,273,265,160,480
"G2000130","2010-2014","KS",,,"Kansas","20","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20013",,,"Brown County, Kansas",9783,724,1169,435,413,930,348,5764,"Brown County, Kansas",68,133,235,105,99,190,126,308
"G2000150","2010-2014","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20015",,,"Butler County, Kansas",63619,2002,3883,2122,3218,4747,1789,45858,"Butler County, Kansas",376,411,778,494,669,832,529,1277
"G2000170","2010-2014","KS",,,"Kansas","20","Chase County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20017",,,"Chase County, Kansas",2616,143,154,115,193,307,68,1636,"Chase County, Kansas",54,100,62,54,62,104,34,173
"G2000190","2010-2014","KS",,,"Kansas","20","Chautauqua County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20019",,,"Chautauqua County, Kansas",3477,306,250,160,211,378,69,2103,"Chautauqua County, Kansas",66,104,81,50,94,107,35,186
"G2000210","2010-2014","KS",,,"Kansas","20","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20021",,,"Cherokee County, Kansas",20860,1130,2594,1016,1001,1483,597,13039,"Cherokee County, Kansas",119,316,584,313,298,341,232,664
"G2000230","2010-2014","KS",,,"Kansas","20","Cheyenne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20023",,,"Cheyenne County, Kansas",2652,87,147,63,173,282,150,1750,"Cheyenne County, Kansas",60,47,75,36,75,98,62,146
"G2000250","2010-2014","KS",,,"Kansas","20","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20025",,,"Clark County, Kansas",2107,127,162,109,173,119,13,1404,"Clark County, Kansas",50,60,93,58,91,56,10,123
"G2000270","2010-2014","KS",,,"Kansas","20","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20027",,,"Clay County, Kansas",8294,300,622,349,253,623,136,6011,"Clay County, Kansas",62,172,231,183,104,278,109,447
"G2000290","2010-2014","KS",,,"Kansas","20","Cloud County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20029",,,"Cloud County, Kansas",8915,634,910,332,851,453,251,5484,"Cloud County, Kansas",119,253,267,108,257,134,104,415
"G2000310","2010-2014","KS",,,"Kansas","20","Coffey County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20031",,,"Coffey County, Kansas",8349,245,474,383,366,688,185,6008,"Coffey County, Kansas",95,94,151,105,96,148,75,243
"G2000330","2010-2014","KS",,,"Kansas","20","Comanche County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20033",,,"Comanche County, Kansas",1839,39,56,63,97,193,51,1340,"Comanche County, Kansas",58,32,33,35,48,59,34,115
"G2000350","2010-2014","KS",,,"Kansas","20","Cowley County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20035",,,"Cowley County, Kansas",34109,2820,3174,1441,2145,2877,1197,20455,"Cowley County, Kansas",435,565,522,335,398,500,351,868
"G2000370","2010-2014","KS",,,"Kansas","20","Crawford County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20037",,,"Crawford County, Kansas",37392,3476,4626,2234,2608,3079,1133,20236,"Crawford County, Kansas",264,497,617,450,622,518,311,928
"G2000390","2010-2014","KS",,,"Kansas","20","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20039",,,"Decatur County, Kansas",2815,97,322,180,226,289,54,1647,"Decatur County, Kansas",74,60,132,81,80,99,43,191
"G2000410","2010-2014","KS",,,"Kansas","20","Dickinson County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20041",,,"Dickinson County, Kansas",19256,942,1245,846,1047,1452,660,13064,"Dickinson County, Kansas",124,285,288,204,279,391,186,572
"G2000430","2010-2014","KS",,,"Kansas","20","Doniphan County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20043",,,"Doniphan County, Kansas",7247,382,543,363,316,443,355,4845,"Doniphan County, Kansas",129,120,154,104,85,120,129,248
"G2000450","2010-2014","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20045",,,"Douglas County, Kansas",104698,11095,8229,5223,3754,6088,2689,67620,"Douglas County, Kansas",694,1102,938,873,612,915,518,1390
"G2000470","2010-2014","KS",,,"Kansas","20","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20047",,,"Edwards County, Kansas",2892,126,225,100,164,132,196,1949,"Edwards County, Kansas",63,54,76,51,76,65,86,141
"G2000490","2010-2014","KS",,,"Kansas","20","Elk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20049",,,"Elk County, Kansas",2675,141,273,120,183,312,87,1559,"Elk County, Kansas",38,64,77,53,62,98,32,112
"G2000510","2010-2014","KS",,,"Kansas","20","Ellis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20051",,,"Ellis County, Kansas",27707,1512,3085,1110,1223,2418,994,17365,"Ellis County, Kansas",235,352,582,348,403,619,375,759
"G2000530","2010-2014","KS",,,"Kansas","20","Ellsworth County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20053",,,"Ellsworth County, Kansas",5395,190,289,347,342,450,124,3653,"Ellsworth County, Kansas",402,84,90,126,114,151,54,371
"G2000550","2010-2014","KS",,,"Kansas","20","Finney County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20055",,,"Finney County, Kansas",36448,1850,4402,2254,2741,3760,1318,20123,"Finney County, Kansas",191,486,874,600,648,714,461,961
"G2000570","2010-2014","KS",,,"Kansas","20","Ford County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20057",,,"Ford County, Kansas",33799,1915,4332,2723,1730,2991,1130,18978,"Ford County, Kansas",175,580,994,707,543,707,364,1127
"G2000590","2010-2014","KS",,,"Kansas","20","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20059",,,"Franklin County, Kansas",25030,1208,2229,938,1246,1389,988,17032,"Franklin County, Kansas",210,310,652,358,361,319,424,907
"G2000610","2010-2014","KS",,,"Kansas","20","Geary County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20061",,,"Geary County, Kansas",35609,2349,2284,1523,2123,3530,1324,22476,"Geary County, Kansas",162,489,537,501,511,780,399,971
"G2000630","2010-2014","KS",,,"Kansas","20","Gove County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20063",,,"Gove County, Kansas",2720,60,141,137,140,327,128,1787,"Gove County, Kansas",135,21,47,48,44,96,68,145
"G2000650","2010-2014","KS",,,"Kansas","20","Graham County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20065",,,"Graham County, Kansas",2568,131,195,66,122,122,161,1771,"Graham County, Kansas",44,59,72,33,45,57,71,119
"G2000670","2010-2014","KS",,,"Kansas","20","Grant County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20067",,,"Grant County, Kansas",7777,579,511,315,516,500,159,5197,"Grant County, Kansas",74,249,267,225,326,266,91,409
"G2000690","2010-2014","KS",,,"Kansas","20","Gray County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20069",,,"Gray County, Kansas",5947,181,385,241,279,430,240,4191,"Gray County, Kansas",56,78,159,87,111,125,118,207
"G2000710","2010-2014","KS",,,"Kansas","20","Greeley County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20071",,,"Greeley County, Kansas",1195,26,136,23,33,146,47,784,"Greeley County, Kansas",91,21,85,20,24,83,31,127
"G2000730","2010-2014","KS",,,"Kansas","20","Greenwood County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20073",,,"Greenwood County, Kansas",6346,313,638,490,361,637,133,3774,"Greenwood County, Kansas",89,103,137,153,102,186,57,267
"G2000750","2010-2014","KS",,,"Kansas","20","Hamilton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20075",,,"Hamilton County, Kansas",2623,166,250,281,115,193,87,1531,"Hamilton County, Kansas",15,75,127,134,92,88,57,171
"G2000770","2010-2014","KS",,,"Kansas","20","Harper County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20077",,,"Harper County, Kansas",5734,317,575,308,269,380,133,3752,"Harper County, Kansas",59,97,147,96,126,100,48,210
"G2000790","2010-2014","KS",,,"Kansas","20","Harvey County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20079",,,"Harvey County, Kansas",33413,1606,3020,1200,2350,1849,892,22496,"Harvey County, Kansas",245,343,744,334,522,383,376,854
"G2000810","2010-2014","KS",,,"Kansas","20","Haskell County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20081",,,"Haskell County, Kansas",4156,148,327,206,315,408,165,2587,"Haskell County, Kansas",27,79,117,105,135,127,96,217
"G2000830","2010-2014","KS",,,"Kansas","20","Hodgeman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20083",,,"Hodgeman County, Kansas",1907,19,87,109,128,103,76,1385,"Hodgeman County, Kansas",15,13,39,64,88,39,39,122
"G2000850","2010-2014","KS",,,"Kansas","20","Jackson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20085",,,"Jackson County, Kansas",13185,401,864,540,445,806,723,9406,"Jackson County, Kansas",109,110,216,152,128,252,231,362
"G2000870","2010-2014","KS",,,"Kansas","20","Jefferson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20087",,,"Jefferson County, Kansas",18523,414,1027,529,819,1119,595,14020,"Jefferson County, Kansas",129,122,239,205,282,289,281,531
"G2000890","2010-2014","KS",,,"Kansas","20","Jewell County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20089",,,"Jewell County, Kansas",3026,121,300,99,251,196,153,1906,"Jewell County, Kansas",43,41,82,41,77,65,73,128
"G2000910","2010-2014","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20091",,,"Johnson County, Kansas",554029,16372,19623,13309,14137,25090,10259,455239,"Johnson County, Kansas",624,1392,1748,1304,1573,1641,1181,3303
"G2000930","2010-2014","KS",,,"Kansas","20","Kearny County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20093",,,"Kearny County, Kansas",3848,70,247,142,283,438,82,2586,"Kearny County, Kansas",57,42,101,70,124,164,46,245
"G2000950","2010-2014","KS",,,"Kansas","20","Kingman County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20095",,,"Kingman County, Kansas",7612,501,478,413,427,398,272,5123,"Kingman County, Kansas",66,267,175,270,168,127,113,427
"G2000970","2010-2014","KS",,,"Kansas","20","Kiowa County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20097",,,"Kiowa County, Kansas",2361,116,261,148,117,148,64,1507,"Kiowa County, Kansas",84,45,66,49,66,58,57,116
"G2000990","2010-2014","KS",,,"Kansas","20","Labette County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20099",,,"Labette County, Kansas",20723,1270,2112,1380,1333,1750,876,12002,"Labette County, Kansas",138,305,390,348,306,364,296,682
"G2001010","2010-2014","KS",,,"Kansas","20","Lane County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20101",,,"Lane County, Kansas",1625,72,90,82,32,98,11,1240,"Lane County, Kansas",119,64,51,36,15,55,8,126
"G2001030","2010-2014","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20103",,,"Leavenworth County, Kansas",71765,3407,4336,2823,2424,3737,1207,53831,"Leavenworth County, Kansas",589,668,705,560,513,631,390,1347
"G2001050","2010-2014","KS",,,"Kansas","20","Lincoln County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20105",,,"Lincoln County, Kansas",3073,177,223,179,222,296,112,1864,"Lincoln County, Kansas",44,61,59,73,81,75,44,121
"G2001070","2010-2014","KS",,,"Kansas","20","Linn County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20107",,,"Linn County, Kansas",9423,608,754,325,441,971,206,6118,"Linn County, Kansas",76,206,262,87,156,272,85,410
"G2001090","2010-2014","KS",,,"Kansas","20","Logan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20109",,,"Logan County, Kansas",2737,105,143,77,103,386,173,1750,"Logan County, Kansas",66,48,61,36,53,142,82,174
"G2001110","2010-2014","KS",,,"Kansas","20","Lyon County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20111",,,"Lyon County, Kansas",32276,3419,3727,2261,1410,2375,1700,17384,"Lyon County, Kansas",256,485,673,475,438,427,524,852
"G2001130","2010-2014","KS",,,"Kansas","20","McPherson County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20113",,,"McPherson County, Kansas",27877,893,1373,1091,1335,2375,662,20148,"McPherson County, Kansas",327,261,323,328,331,536,213,670
"G2001150","2010-2014","KS",,,"Kansas","20","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20115",,,"Marion County, Kansas",11541,526,882,652,530,842,468,7641,"Marion County, Kansas",168,142,212,157,147,170,132,362
"G2001170","2010-2014","KS",,,"Kansas","20","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20117",,,"Marshall County, Kansas",9840,368,898,733,538,831,187,6285,"Marshall County, Kansas",83,119,266,240,136,195,73,309
